,Unnamed: 0,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies,preprocessed
252,252,"Setelah melihat ini kesimpulan saya. Yg bisa saya cerna adlh pak anis dan pak prabowo, maaf kalo pak ganjar penjelasannya membingungkan. Trus pas refleksi diri paling ngena di pak prabowo sih. Kelihatan tulusnya woy, dan program kerjanya TOP banget🎉",Nana Murgiyana,positif,negatif,positif,telah simpul  yg cerna adlh anis prabowo  maaf kalo ganjar jelas bingung  trus pas refleksi ngena prabowo sih  lihat tulus woy  program kerja top banget
253,253,"Ganjar gak spontan, pake bantuan layar depan dia wkwk",Ghaitsa food,,negatif,,ganjar gak spontan  pake bantu layar wkwk
254,254,Melihat dan mendengar Anies Baswedan saat memberikan gagasan dan refleksi diri memang beliau yang paling layak menjadi presiden tahun 2024 untuk indonesia yang adil dan maju 👏🏻👍🏻,Green Light,,,positif,lihat dengar anies baswedan gagas refleksi beliau layak presiden indonesia adil maju 
255,255,Indonesia Manis dengan Anis Baswedan ❤,Hujjah Sufi,,,positif,indonesia manis anis baswedan 
256,256,"Ngalur ngidul aahk ganjar ngomongnya,, ciri khas pilitikus banyak ngebacot",Iwan Fressto,,negatif,,ngalur ngidul aahk ganjar ngomongnya   ciri khas pilitikus ngebacot
257,257,Anis ngomong doang pintar,Herman Bahri,,,negaitf,anis ngomong doang pintar
258,258,Pilihan sulit prabowo/anies,Sonalia Lia,positif,,positif,pilih sulit prabowo anies
259,259,"Kenapa ya kalo AB dan GP pas refleksi kok saya ada rasa gimana gt, kyak bukan apa adanya (ada drama) *maaf kalo saya salah menafsirkan terlepas apapun pilihan kita
Yg pas pak prabowo refleksi, saya kok merasa beliau lbh apa adanya, tidak mau diatur, tidak drama, dan saya yg melihat dan mendengar merasa beliau lbh greget/apapun namanya.
Maaf... untuk semua. Apapun pilihan kita nanti, mereka adalah outra tebaik",M Zaynul,positif,negatif,negatif,kenapa ya kalo ab gp pas refleksi gimana gt  kyak  drama   maaf kalo salah tafsir lepas apa pilih yg pas prabowo refleksi  beliau lbh  atur  drama  yg dengar beliau lbh greget apa nama  maaf   apa pilih  outra tebaik
260,260,Maaf untuk anis gw skip langsung Prabowo ganjar..hahaa gk kebanyang anis presiden..mau jd apa..bahasa tubuh bisa dinilai,Mr. han,,,negatif,maaf anis gw skip langsung prabowo ganjar  hahaa gk kebanyang anis presiden  jd  bahasa tubuh nilai
261,261,"Penyampaiannya secara akademis, logis dan yang diharapkan oleh rakyat adalah gagasan Pak Anies Baswedan memang, luar biasa............",Eman Eman,,,positif,sampai akademis  logis harap rakyat gagas pak anies baswedan  
262,262,Kok Pak Anis amirip Pak Soeharto Ya 😢,Bang Sembilan,,,,kok pak anis amirip pak soeharto ya 
263,263,"Meskipun secara retorika susunan kata demi kata pak Prabowo tidak begitu jelas, tapi saya yakin pak Prabowo bertindak dengan tindakan bukan dengan retorika berbicara yakin di tangan beliau Indonesia bertindak menuju emas tahun 2045❤❤❤❤❤",D'n Reaction Creator Gaming,positif,,,meski retorika susun prabowo  prabowo tindak tindak retorika bicara tangan beliau indonesia tindak emas 
264,264,"Ya gimana ya, dosen vs orang orang yang mau kerja untuk membangun untuk Indonesia, jelas secara kualitas perkataan dosen lebih hebat, tapi secara kinerja si Yohanies bisa apa? Ambil contoh di Jakarta yang gagal, padahal pada saat kampanye ngomongnya sama seperti ini tapi tetap semua itu adalah omong kosong",Brander,,,negatif,ya gimana ya  dosen vs orang orang kerja bangun indonesia  kualitas kata dosen hebat  kerja si yohanies  ambil contoh jakarta gagal  kampanye ngomongnya omong kosong
265,265,GANJAR PRABOWO BERBICARA JUJUR DAN NARASI LEBIH KEDEPAN...ANIES HADEEHH KEMBALI LAGI CARA KOMUNIKASI YANG HARUSNYA DIRUBAH...ANIES LEBIH DELUSI..BERHAYAL..MIMPI DENGAN NARASI YANG TIDAK JELAS HANYA MENGOLAH KATA INDAH DAN TEORITIS,GUSTHOR,positif,positif,negatif,ganjar prabowo bicara jujur dan narasi lebih depan  anies hadeehh kembali lagi cara komunikasi yang harus rubah  anies lebih delusi  berhayal  mimpi dengan narasi yang tidak jelas hanya olah kata indah dan teoritis
266,266,Bnr kata pak anis. Yg menengah hmpir miskin yg jg hrs dpt beasiswa,Ryujie tv,,,positif,bnr anis  yg tengah hmpir miskin yg jg hrs dpt beasiswa
267,267,"Anies 👍👍👍👍👍
Ganjar 🤢🤢🤢🤢🤢
Prabowo program banyak yg muluk2, gak masuk akal....udah ketularan Mukidi",T Roy,negatif,negatif,positif,anies  ganjar  prabowo program yg muluk  gak masuk akal  udah tular mukidi
268,268,ANIES YANG PALING COCOK JADI PRESIDEN 2024 ..INDONESIA SEJAHTERA,Asnawi,,,positif,anies yang paling cocok jadi presiden  indonesia sejahtera
269,269,Jawabn pak Anies crrdas,black black,,,positif,jawabn anies crrdas
270,270,"Teori e Anies Muter muter,  mbulet Gak mengarah...blas",PURWANTO ARYA,,,negatif,teori e anies muter muter  mbulet gak arah  blas
271,271,Gaji orang tua 700rb dipaksa mampu membayar kuliah. Mantap Ganjar!,Viral Banget,,negatif,,gaji orang tua rb paksa bayar kuliah  mantap ganjar 
272,272,"Aku jujur lebih ke pak Anies . Karena beliau BacaPres yg paling ready N Mateng buat negri ini .. karena apapun pogramnya .. semua pasti akan meneruskan program pemerintah terdahulu .. JD kita butuh leader yg smart, komunikasi baik dengan negara lain , udah gak gugup lagi juga gak tegang .. jg tidak BERAMBISI.., n yg terpenting tidak terisolasi dengan kepemimpinan jaman Dahulu.. UPS! Berharap negara kita lebih Demokratis.. santun.. dan  memiliki pemimpin yg dapat menghapus predeksi negatif yg bikin negara ini dipenuhi dengan org2 haluu😂 tanpa kerja keras..",Aira_raa,,,positif,aku jujur anies  karena beliau bacapres yg ready n mateng negri  apa pogramnya  terus program perintah  jd butuh leader yg smart  komunikasi negara  udah gak gugup gak tegang  jg ambisi   n yg penting isolasi pimpin jaman dahulu  ups  harap negara demokratis  santun  milik pimpin yg hapus predeksi negatif yg bikin negara penuh org haluu kerja keras 
273,273,Bersaing ketat pak Ganjar dan Pak Prabowo nanti,Irwan Setiawan,positif,positif,,saing ketat ganjar pak prabowo
274,274,Pak ganjar paling belepotan ngomongnya..,Hendriana Ridwan,,negatif,,pak ganjar belepotan ngomongnya 
275,275,pa prabowo mirip pa iyan versi udah tua,Gifany Nur,,,,pa prabowo pa iyan versi udah tua
276,276,Tapi jujurly pemimpin itu rata2 karakternya kayak Prabowo ga banyak bicara yang paling penting harus tegas lugas dan tega.Karena memimpin negara itu ga main2 guys. Mental baja ga cukup apa lagi yg hanya mengandalkan literalisasi.Kepicikan politik di dalam negri gak sekejam negosiasi demi kemakmuran dengan negara asing.Intinya kita lebih butuh pemimpin yg tegas dari pada yg banyak janji dengan mulut manisnya😅,Butter Jelly,positif,,,tapi jujurly pimpin karakter kayak prabowo ga bicara lugas tega karena pimpin negara ga main guys  mental baja ga yg andal literalisasi picik politik negri gak kejam negosiasi makmur negara asing inti butuh pimpin yg yg janji mulut manis
277,277,Anies terlalu lebay .salam golput,SCK NEWS,,,negatif,anies lebay salam golput
278,278,"Untuk prabowo makin byk aja yg kurang memuaskan dr gagasan²nya terutama soal pengembalian posisi KPK ke posisi semula yg tdk berada dibawah executiv. Krn klo soal itu saya rasa gk perlulah pemikiran dari para ahli, semua orang jg bisa dgn secara logika bahwa independensi KPK jdi hilang bila berada dibawah executiv. Dan jg soal IKN ternyata prabowo sbg menteri pertahanan justru semakin buta dgn pertahan negara ini krn mau jg meneruskan proyek yg menjual kedaulatan negara terhadap aseng. Prabowo mmang dah gk pantas lgi jadi presiden krn bahaya bila dia jdi presiden. Blm lagi masalah² yg lain dlm negara yg ternyata dia tdk menguasai dgn alasan dia hy sebagai menhan pdahal dia gk sadar saat ini dia sedang dimintai gagasannya sbg capres. Dan dikit² dia sllu menggantungkan setiap persoalan ke para ahli, gk py jawaban yg konkrit yg lugas dan tegas dari setiap persoalan yg ditanyakan, Payah👎",Muchlis Sudirman,negatif,,,untuk prabowo byk aja yg muas dr gagas nya kembali posisi kpk posisi yg tdk bawah executiv  krn klo gk perlu pikir ahli  orang jg dgn logika independensi kpk jdi hilang bawah executiv  dan jg ikn prabowo sbg menteri tahan buta dgn tahan negara krn jg terus proyek yg jual daulat negara aseng  prabowo mmang dah gk lgi presiden krn bahaya jdi presiden  blm masalah yg dlm negara yg tdk kuasa dgn alas hy menhan pdahal gk sadar gagas sbg capres  dan dikit sllu gantung ahli  gk py yg konkrit yg lugas yg  payah
279,279,Pak Anis Baswedan yees dgn prinsip keadilan di seluruh bagi seluruh rakyat Indonesia .,Idris Sampit,,,positif,pak anis baswedan yees dgn prinsip adil rakyat indonesia 
280,280,Dari komen2nya yang puas sama p anis kira2 85 persen prabowo 13 persen dan ganjar hanya 2 persen,tv anak,negatif,negatif,positif,dari komennya puas p anis persen prabowo persen ganjar persen
281,281,"Ketika menimbang-nimbang semua pembiacaraan sampai selesai. Hanya Pak Anies yang memiliki gagasan yang paling di terima oleh rakyat. Indonesia butuh perubahan. 
Saatnya maju maju maju. 
Bukan ngutang ngutang ngutang.",MLBB HIGHLIGHT,,,positif,ketika timbang pembiacaraan selesai  hanya pak anies milik gagas terima rakyat  indonesia butuh ubah  saat maju maju maju  bukan ngutang ngutang ngutang 
282,282,#All In Prabowo,Aditya Bayu,positif,,, all in prabowo
283,283,"Bismillahirrahmanirrahim Fix pak Prabowo yg jdi presiden amin continue berikutnyaa
 Dari pada milih jd boneka Banteng lbih Baik pk prabowo wes kaapok milih PDI...
Undang2 krja PHK ditiaadakan
Penduduk yg banyak digusur dll.
Mrka memperkaya dinasti dan keturunannya sja
Tp nyatanya buta banyak yg miskin
Bahkan yg kerja dipabrik puluhan th tidak mendapat apa2 cman memperkaya pengusaha

Ngomongnya sja mensejahterakan rakyat itu pimpinan DPR 
Suruh terjun di desaku dan masii ada rumah berbilik Bambu.

Orang ktanya mengentas kemiskinan
Tp fikirannya hanya dipenuhi dengan diagram atau data sja

Mbk puan cba liat ribuhan orang atau buruh pabrik belom mempunyai rumah
Dia bekerja dipabrik puluh2an thun
Tp ketika tua usia 56 tdak mendapatkn apa2 
Apalagi sya dan teman saya yg ikut utsourcing teman sya berhenti kerja diintasi pmrintahan bagian cleaning  servis di Bank BUMN sudah puluhan tahun tdak Sepersenpun mendapat uang dedikasi😢😢😢dan Masi banyak lagi
Apa lagi yg di pabrik 
Karena ikut Outsourcing gitu katanya mbk puan outsourcing itu bermanfaat

Coba para pejabat yg digaji rakyat apa bisa merasakan atau tidur dirmah rakyatnya yg berbilik Bambu..
Mohon maaf dengan segala hormat.",Nafi Ardiansyah,positif,,,bismillahirrahmanirrahim fix prabowo yg jdi presiden amin continue berikutnyaa dari milih jd boneka banteng lbih baik pk prabowo wes kaapok milih pdi  undang krja phk ditiaadakan duduk yg gusur dll  mrka kaya dinasti turun sja tp buta yg miskin bahkan yg kerja pabrik puluh th cman kaya usaha ngomongnya sja sejahtera rakyat pimpin dpr suruh terjun desa masii rumah bilik bambu  orang ktanya entas miskin tp fikirannya penuh diagram data sja mbk puan cba liat ribuhan orang buruh pabrik bom rumah dia pabrik puluh thun tp tua usia tdak mendapatkn apalagi sya teman yg utsourcing teman sya henti kerja diintasi pmrintahan cleaning servis bank bumn puluh tdak persen uang dedikasi dan mas apa yg pabrik karena outsourcing gitu mbk puan outsourcing manfaat coba jabat yg gaji rakyat rasa tidur dirmah rakyat yg bilik bambu  mohon maaf hormat 
284,284,SENANG SEKALI DGN PENJELASAN DARI PAK GANJAR,uli lumbanraja,,positif,,senang sekali dgn jelas dari pak ganjar
285,285,Prabowo Subianto insyaallah,nur asyikin syikin,positif,,,prabowo subianto insyaallah
286,286,"Sedih dan terharu Pas Prabowo bilang ""sebelum saya meninggal, saya ingin lihat indonesia bermartabat"" sehat selalu Pak, penerus Pemimpin Indonesia❤",Revolver Saragih,positif,,,sedih haru pas prabowo bilang  tinggal  lihat indonesia martabat  sehat pak  terus pimpin indonesia
287,287,Saya boleh nanya gak kepada pak ganjar. Pak ganjar ad hubungan apa dengan 9 bintang. Apa kah ad hubungan bisnis negara...?,chanel kampung,,,,saya nanya gak ganjar  pak ganjar ad hubung bintang  apa kah ad hubung bisnis negara  
288,288,"Pak Prabowo sangat patriot negarawan yang hebat. Gagasan nya bagus, hanya cara penyampaian nya saja kurang detail. Kalo pak Anis ,bagus gagasan nya tapi hati hati janji bohong??
Pak Ganjar, menarik gagasan nya, tapi sayang sekali partai pengusungnya dari PDIP dan masyarakat Indonesia sudah tau partai PDIP seperti apa kinerja nya 10 tahun k belakang",Ahmad Ramdhani,positif,negatif,negatif,pak prabowo patriot negarawan hebat  gagas nya bagus  sampai nya detail  kalo anis  bagus gagas nya hati hati janji bohong   pak ganjar  tarik gagas nya  sayang partai usung pdip masyarakat indonesia tau partai pdip kerja nya k
289,289,Manstap BACAPRES Anies Baswedan,EDDIE PIYOTO CHANNEL,,,positif,manstap bacapres anies baswedan
290,290,"Kebebasan Berpendapat
1:22:10 Anies
3:45:40 Ganjar",Rahma's K-archive,,,,bebas dapat   anies   ganjar
291,291,"PDIP libur dulu aja dr politik, mulainya tahun 2050 lagi kan udh mimpin indonesia lama tuh 10 tahun, gantian dong masbrow😂😂 pak ganjar mohon maaf jadi gubernur lagi aja sono di jawa tengah😂",Tarigan Florist Group JKT,,negatif,,pdip libur aja dr politik  mulai udh mimpin indonesia tuh  ganti masbrow ganjar mohon maaf gubernur aja sono jawa tengah
292,292,Melihat gagasan Pak Anies dan cara beliau menyampaikannya serasa ada harapan baru buat negeri ini. Bismillah fix pilih Pak Anies utk 2024,Kidzonia,,,positif,lihat gagas pak anies beliau sampai serasa harap negeri  bismillah fix pilih pak anies utk
293,293,Prabowo gagasanya sangat masuk akal tapi dia jarang turun lapangan jadi apakah bisa dipercaya untuk merealisasikan,bumbleboy,positif,,,prabowo gagasanya masuk akal jarang turun lapang percaya realisasi
294,294,lebih suka penyampaian pak Anies lebih mudah dipahami.,R D,,,positif,suka sampai anies mudah paham 
295,295,Mantap pak Anies,Indra Sudrajat,,,positif,mantap anies
296,296,Pa prabowo perwakilan rakyat jelata,dian daryanto,positif,,,pa prabowo wakil rakyat jelata
297,297,Pokoknya pak ganjar president 2024,efa ayu Sutrisningtyas,,positif,,pokok ganjar president
298,298,"Pak prabowo penyampaian yg paling nyata dan iklas tanpa kata2 yg cantik yg hanya sebatas kata2 , seperti pak prabowo yg lebih iklas untuk negara ini",Cimon 16,positif,,,pak prabowo sampai yg nyata iklas yg cantik yg batas  prabowo yg iklas negara
299,299,Semoga doa kita didengar Allah SWT. Pak Anies terpilih sebagai presiden 2024.,Dra kasmuntiah,,,positif,moga doa dengar allah swt  pak anies pilih presiden 
300,300,"Anis ngomong kayak tukang obat keliling, lancar sekaliiii😅

""ramuan akar pohon hutan kalimantan!! diabetes,kanker,stroke,mandul,lumpuh,buta bisa sembuh semua"" 😂😂
gedabrusss kayak omongan anis si tukang obat keliling😂😂",NGAKU HABIB,,,negatif,anis ngomong kayak tukang obat keliling  lancar sekaliiii  ramu akar pohon hutan kalimantan   diabetes  kanker  stroke  mandul  lumpuh  buta sembuh   gedabrusss kayak omong anis si tukang obat keliling
301,301,"Kesimpulan dri saya setelah saya tonton semua gagasan dri ketiga bacapres.

Pak Anis: isu yg diangkat relevan di kehidupan sehari hari spt bantuan kuliah untuk keluarga tidak miskin tp tidak kaya juga karena gaji standar UMR. Dan untuk gagasan lainnya sangat logis, mudah dipahami dan masuk akal untuk direalisasikan.

Pak Ganjar : Interkatif dengan penonton, beberapa gagasan oke. Tpi sayangnya di sesi ini terkesan spt menantang dan balik tanya, blunder thd profesi MC sma Jurnalis dan dalam menjawab pertanyaan lebih ke bercerita bukan memberi solusi spt pertanyaan mengenai rempang.😢

Pak Prabowo : isu geopolitik, lebih seperti melanjutkan kinerja jokowi, dan seperti tidak ada yg baru.

 Harapan saya, semoga Presiden berikutnya lebih berpihak kepada rakyatnya dan yang terpenting meningkatkan kualitas Manusianya.😊",Steven,negatif,negatif,positif,simpul dri tonton gagas dri tiga bacapres  pak anis  isu yg angkat relevan hidup hari spt bantu kuliah keluarga miskin tp kaya gaji standar umr  dan gagas logis  mudah paham masuk akal realisasi  pak ganjar  interkatif tonton  gagas oke  tpi sayang sesi kes spt tantang  blunder thd profesi mc sma jurnalis cerita solusi spt rempang pak prabowo  isu geopolitik  lanjut kerja jokowi  yg  harap  moga presiden pihak rakyat penting tingkat kualitas manusia
302,302,Go prabowo,Firza Yoga Baskoro,positif,,,go prabowo
303,303,"Dari penyampaian gagasan ke 3 bacapres, menurut penilaian saya :
1. Anis terlihat  banyak gagasan yg bersifat retorika , tapi tidak memiliki cara konkrit implementasinya.
2.Ganjar  memiliki  gagasan konkrit  masa depan dan cara yang lebih jelas utk  melakukannya .
3.Prabowo  hanya menunjukan  gagasan kebangsaan yg kental  selaku mantan TNI , namun tidak memiliki gagasan konkrit utk masa depan Indonesia .",pontyhiu,negatif,positif,negatif,dari sampai gagas bacapres  nilai   anis gagas yg sifat retorika  milik konkrit implementasi  ganjar milik gagas konkrit utk laku  prabowo tunjuk gagas bangsa yg kental mantan tni  milik gagas konkrit utk indonesia 
304,304,"Nggak ada PILIHAN dari ke tiga tiga nya 😢
GOLPUT ku NGALAHIN semangat Bibir Buih Janji Manis KALIAN SEMUA 😢",Muhammad Nazri Rawi,,,netral,nggak pilih nya  golput ku ngalahin semangat bibir buih janji manis kalian semua 
305,305,Hidup Pak Ganjar & PDI P ❤❤❤,Daud Zhafi,,positif,,hidup pak ganjar  pdi p 
306,306,"Org yg bilang data rakyat menjadi takut mengeluarkan pendapat itu data trbalik,sy aja skrg JD berani komen diyutub difesbuk kpada pemerintah kpada tokoh yg kt anggap kebijakannya lambat,trutama dibidang hukum &pertanian..khusus dibidang pertahanan sering komen kepk Prabowo difesbuk,trs perkembangan SDH jls org kritik dh nyimpang keranah penghinaan ko bilang menurun,itu satu cnth data nyimpang....",Sukirno Bengkel,negatif,,,org yg bilang data rakyat takut keluar dapat data trbalik  sy aja skrg jd berani komen diyutub difesbuk kpada perintah kpada tokoh yg kt anggap bijak lambat  trutama bidang hukum  tani  khusus bidang tahan komen kepk prabowo difesbuk  trs kembang sdh jls org kritik dh nyimpang ranah hina ko bilang turun  cnth data nyimpang 
307,307,kalo baca sih anak SMA juga bisa pak.... wkwkwkwk.... cuma anis yang gak pakai text,Hasbunaim Syaddad,,,positif,kalo baca sih anak sma  wkwkwkwk  anis gak pakai text
308,308,prabowoooooooooooooooo  😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱,wordiana,positif,,,prabowoooooooooooooooo 
309,309,"Gagasan pak anies TOP.
sebagian gagasan ganjar meniru gagasan anis hanya saja merobah bahasa",Arry Erlangga Lutan,,negatif,positif,gagas anies top  gagas ganjar tiru gagas anis merobah bahasa
310,310,"masih blom nentuin pilihan sih, tapi waktu Yohanis ngomong, skip next aja....yang 2 lagi layak di tonton",Charlemagne,,,negatif,blom nentuin pilih sih  yohanis ngomong  skip next aja  layak tonton
311,311,Knpa pk prabowo gemoy,sarahngeo🌻,,,,knpa pk prabowo gemoy
312,312,Gagasan Pak Prabowo yang saya pilih❤😊,aidin djafar,positif,,,gagas pak prabowo pilih
313,313,Prabowo 2024-2034,Edric Wijaya,positif,,,prabowo -
314,314,DENGAN INI SAYA MENYATAKAN SAYA DUKUNG ANIS,Hikmat Puji Amsyah,,,positif,dengan ini saya nyata saya dukung anis
315,315,Ganjar tetap pilihan kami,Martinus Dedy Girik Allo,,positif,,ganjar pilih
316,316,"saya bingung pilih siapa... anies kalem dan terpelajar, ganjar iklhas dan berbakti sama orang tua nya, prabowo pemberani dan keras... (demi Indonesia).",Toro Gamers,positif,,positif,bingung pilih  anies kalem ajar  ganjar iklhas bakti orang tua nya  prabowo berani keras   indonesia  
317,317,"InsyaAllah Anies Baswedan Presiden 2024 Dengan Ridho Orang Tua Dan Kemampuan Yang Dimiliki, Bismillah Siap Dukung Anies Bawedan",Richdan Sahaja,,,positif,insyaallah anies baswedan presiden dengan ridho orang tua dan mampu yang milik  bismillah siap dukung anies bawedan
318,318,"Semua bacapres begitu bagus namu pak anis begitu memahami persoalan emosi yg begitu stabil mudah2an beliau lah yg terpilih untuk memimpin negeri ini

Selamat untuk pak anis menjadi inspirasi ratusan juta orang indonesia",Maya Takarina,,,positif,semua bacapres bagus namu anis paham emosi yg stabil mudah beliau yg pilih pimpin negeri selamat anis inspirasi ratus juta orang indonesia
319,319,Pak Anies emg gaada lawan👏,Deda aenul Wardah,,,positif,pak anies emg gaada lawan
320,320,"jawaban pak Ganjar nyeleneh kemana-mana. ditanyain citra PDIP di masyarakat bagaimana, eh jawabannya malah kilas balik kehidupannya sebelum jadi gubernur.",M. Zidan,,negatif,,ganjar nyeleneh mana  ditanyain citra pdip masyarakat  eh jawab kilas hidup gubernur 
321,321,ANIS BASWEDAN ❤,Black Melanesian,,,positif,anis baswedan 
322,322,"Biar gak di kudeta, kan dijadikan mentri. Padahal fitnah, akhir pak joko jadikan men..... malah dapat mentri.. 😅 yang fitnah malah mengakat pak prabowo",ML Bangbang,,,,biar gak kudeta  jadi tri  padahal fitnah  joko jadi men  tri   fitnah mengakat prabowo
323,323,for 100% Prabowo Subianto. Ngena ke hati ketulusannya,PlayWith AA,positif,,,for  prabowo subianto  ngena hati tulus
324,324,Anis kayaknya boleh lah.,Uus Usman,,,positif,anis kayak 
325,325,"Seru banget mendengar pendapat Pak Ganjar soal reformasi KPK dan Kepolisian, bahkan Mbak Nana tertunjuk hidung😂, dipake dong partisipasinya.

Apalagi lulusan 10 terbaik, wkwkwkwk. Sampe suaranya goyang.😂

Refleksinya meyakinkan hati saya sedalam-dalamnya tentang komitmen untuk tidak korupsi/cacat dalam hal apapun.",Tama Purba,,positif,,seru banget dengar dapat pak ganjar reformasi kpk polisi  mbak nana tunjuk hidung  dipake partisipasi  apalagi lulus baik  wkwkwkwk  sampe suara goyang refleksi hati dalam komitmen korupsi cacat apa 
326,326,"Anies :
Dari gesture dia memang pandai berbicara melihat berkali2 dia sering menjilat lidah ke bibir 
Dalam perjuangan selain hanya pandai orasi dan bicara lebih utama kerja nyatanya 

Ganjar :
Dari gesture dia sangat berapi2 dan tempramen mudah tersulut emosi meskipun pandai meredam tapi gesture emosi masih terlihat jelas sangat baik untuk perjuangan tapi jika ada yg tak sepaham takutnya tidak akan ada yg berani mengutarakan ide gagasan lain

Prabowo :
Dari gesture dia sangat prihatin terhadap bangsa dan negara dia sangat menginginkan perubahan terhadap bangsanya tapi dg usia yg sudah tak produktif maka akan sangat susah melakukan banyak perubahan bagi bangsa dan negaranya",Heri Subagiyo,positif,negatif,negatif,anies  dari gesture pandai bicara kali jilat lidah bibir dalam juang pandai orasi bicara utama kerja ganjar  dari gesture rap tempramen mudah sulut emosi pandai redam gesture emosi juang yg paham takut yg berani utara ide gagas prabowo  dari gesture prihatin bangsa negara ubah bangsa dg usia yg produktif susah ubah bangsa negara
327,327,Mantapp anies salam dari jogya,Lukman Setyawan🤖☠️,,,positif,mantapp anies salam jogya
328,328,"Bicara macam fropesor om Anis 😂😂😂 , ,di kasih jatah jadi gubernur, , plongo2😂",Paulus Yuli,,,negatif,bicara fropesor om anis    kasih jatah gubernur   plongo
329,329,anis menang,Rinto Dds,,,positif,anis menang
330,330,"Menurut saya dari Pak anis terbaik untuk ide, tp implementasi gak semulus itu. Dari rekam jejak mendikbud, gubernur jakarta dari visi misinya memang bagus tp saat menjabat lebih ke meneruskan program jabatan dulu. Seandainya pak anis jadi presiden 10 tahun akankah terealisasi minimal sistemnya? Saya rasa tidak, saya rasa lebih baik jadi bapak bangsa seperti pak habibie yang ide dan karyanya untuk bangsa indonesia. Karena waktu tidak terbatas tahun jabatan dan regulasi

Pak ganjar paling lugas, paling tenang dan diplomatis tdk menyerang kiri kanan. Mungkin karena rekam jejak beliau dpr, gubernur dll. Lebih kurang seperti gaya pak jokowi sekarang, kalau beliau menjabat suasananya kurang lebih sama dengan sekarang karena partai sama dan mungkin yaa autopilot melanjutkan tdk ada gebrakan inovasi selain melanjutkan pak jokowi.

Pak prabowo paling menggebu2 dari hati dan saya rasa paling pejuang dari ketiganya kemungkinan besar kalau beliau terpilih banyak kebijakan diubah untuk kemajuan mnurut versi beliau. Tapi tokoh orba dan rekam jejak beliau dari pencalonan dulu sampai pencalonan yang didukung beliau lebih ke cara pragmatis dan tdk menghiraukan caranya dan permisif terhadap pendukung sehingga mencapai tujuan.

Belum ada satupun yang saya yakini bisa jadi presiden. Saya dukung yang menang pemilu sajalah",I Gede Mas Mahardika,positif,positif,positif,turut pak anis baik ide  tp implementasi gak mulus  dari rekam jejak mendikbud  gubernur jakarta visi misi bagus tp jabat terus program jabat  anda anis presiden realisasi minimal sistem  saya  bangsa habibie ide karya bangsa indonesia  karena batas jabat regulasi pak ganjar lugas  tenang diplomatis tdk serang kiri kanan  mungkin rekam jejak beliau dpr  gubernur dll  lebih gaya jokowi  beliau jabat suasana partai yaa autopilot lanjut tdk gebrak inovasi lanjut jokowi  pak prabowo gebu hati juang tiga beliau pilih bijak ubah maju mnurut versi beliau  tapi tokoh orba rekam jejak beliau calon calon dukung beliau pragmatis tdk hirau permisif dukung capai tuju  belum satu yakin presiden  saya dukung menang milu
331,331,pak anis 👍👍👍,Nhayka,,,positif,anis 
