,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies
331,pak anis 👍👍👍,Nhayka,,,positif
332,Sebagai pendukung pa Anies dan PKS : Kami pastikan orang orang yang menjelek jelekkan dan acak acak adu domba PSI dengan PDIP dan Pa Jokowi dan Ibu Mega dan Pa Ganjar itu bukan dari kubu kami pendukung Pa Anies dan PKS. Kami tidak ingin cara cara licik kampungan pengecut seperti itu. Kami malah dukung dan sarankan agar PDIP dan PSI dan Pa Jokowi dan Ibu Mega dan Para Relawan bersatu padu tetap humble rendah hati dan hormati semua dan tidak terpancing adu domba murahan itu. Bahkan Pa Ganjar dan ibu Mega dan PDIP tidak perlu dibawah bayang bayang pa Jokowi dan keluarga dan tidak perlu tergantung relawan pa Jokowi tetapi memperkuat relawan pa Ganjar dengan orang orang hebatnya. Namun tetap berbuat baik tulus pada Pa Jokowi dan keluarga dengan memberikan penghargaan setingginya yaitu Pa Jokowi sebagai the next ketum PDIP dan ibu Mega ketum Majelis Tinggi PDIP. Saya mohon Pa Ganjar turun ke akar rumput seluruh Indonesia. PDIP menitipkan bantuan kepada masyarakat yang tidak ada kaitannya dengan kampanye tetapi tulus kepedulian di area bencana. Dan dilaporkan ke KPU/Bawaslu pada ini tulus bantuan kemanusiaan PDIP yang bukan kampanye dll. Saya usul PDIP menjadikan anak Pa Ganjar dan Istri Pa Ganjar kader PDI sekaligus jurkam Pa Ganjar. Mereka orang orang hebat berpendidikan tinggi namun rendah hati dan hormat pada semua orang serta tunduk pada Allah swt. Kami pendukung Pa Anies dan PKS ingin bertarung sportif mengulangi Pilkada DKI melawan PDIP dan PSI. Tetap semangat👍❤️🙏,Sensu Simar,,,positif
333,WE love you pak ganjar ❤,Bety Lina,,positif,
5373,Bicara gagasan yang potensi gak bohong sama rakyat cuma Anies Baswedan,Adi Saputra,,,positif
5374,Di mata ganjar politik itu rumit,Papa Ndut Travel,,negatif,
5375,yang dukung ganjar di komen akun nya itu2 aja 😂😂,SHORTnimmeh,,negatif,
5376,Anies Baswedan,Rifan Za,,,positif
5377,Public speaking pak anis is another level ⭐️⭐️⭐️⭐️⭐️,Nilam Rahman,,,positif
5378,"Gw ga pernah milih. Klo pun milih ingin semuanya aja dipilih. Biar jd golput. Tapi lihat kata pak anies, yg nanya tentang ekonomi syariah, cara pandang economy syariah. Yg horor ternyata jd  tercerahkan. Kayanya saatnya gw harus nyoblos.",Babang Tampan,,,positif
5379,Pokoya pak anis RI 1,Widyawati Widy,,,positif
5380,anies R1 Kabulkan ya الله,Al irsyad channel,,,positif
5381,Ganjar yess,Lilik Yunariyati,,positif,
5383,Terima kasih mata najwa dan team yang sudah menyelenggarakan acara ini..semakin yakin dan  mantap untuk mendukung koalisi perubahan ..Insya Allah dengan RidhoMu Anis menjadi pemimpin Bangsa di 2024..Amin Yes,Rahmi Fauziah,,,positif
5384,"anies selalu pandai berkata-kata😂😂😂... Binekatunggalika katanya tapi waktu Pilgub DKI mendukung intoleransi, politik identitas.. Ingat Indonesia hampir terpecah belah krn Pilgub DKI,, beruntunglah Prabowo legowo dan ikut menenangkan agar Indonesia tidak terpecah-belah dgn merendahkan dirinya utk mau membantu Presiden jokowi.... #IngatIndonesiaHampirPecahBelah",Andre Ter Stegen,positif,,negatif
5385,Love u anies baswedan presiden 2024❤❤,riski Maulana,,,positif
5387,"Ganjar ditanya idenya apa jawabnya cuma: diperkuat, di rubah, trust, tapi gak ada pokok ide nya caranya bgmn... apakah klw jdi presiden ntar dikritik oleh rakyat malah minta solusinya juga kpd rakyat sperti yg skrg ini..????😂😂😂",Mirzan Aditya,,negatif,
5389,PRABOWO PATRIOT!,Sir Matenrou,positif,,
5390,Bismillah pak anis 2024,Irvandi,,,positif
5391,"BUKAN NGEINIIN TAPI ANIS CUMAN MODAL NGOMONG DOANG :(EMANG SECARA GAGASAN SAMA KONTEKS YANG DIBICARAIN OKE,TAPI SAYANG GA BUTUH KATA2 BUTUH AKSI 😢SECARA KONSEP SAMA BERFIKIR EMANG ANIS PALING TOP,TAPI MAAF PRABOWO TETEP DIHATI ❤",Steven Lee,positif,,negatif
5392,pak prabowo banyak kira-kiranya,Ratna Ayu Widia A.,negatif,,
5394,"Seseorang yg yg tahu lingkungan(sosial budaya dan peradaban),tambah wawasan(pendidikan) dan keberadaan juga karakter telah muncul dr sosok seorang ganjar pranowo... Yg smoga jadi presiden di th 2024..amiin.",Rchis Noor,,positif,
5395,Anies dan gus muhaimin,Firman syah,,,positif
5396,"Maaf pak anis lebih baik benahi lagi jakarta, 5 tahun membenahi jakarta belum cukup menurut saya jadi lebih baik benahi lagi jakarta agar jakarta lebih tertata.",Rayn Barra Arsyatama,,,negatif
355,Anis cakap kalau banyak pengusaha2 besar takut mendekatinya karena nnti akan di periksa pajaknya..pertanyaannya klo bayar pajak knapa takut???,Ecko Frisky,,,positif
356,"kenapa yak pak Prabowo setiap ketemu Najwa, suka gugup ya....",Anonymous Unknown,negatif,,
357,Anis sih,Sany Septian,,,positif
358,"Satu capres bicara dengan gaya tengilnya, lucu Mba Nana disebut rengking terbaik tapi hanya jadi MC, di pandang sebelah mata
 
Satu capres bicara gagasan pake teks, mau bagaimana bisa mewujudkan gagasannya,
 wong gagasannya ga hapal.

Satu capres cerdas hapal gagasannya, bicara dengan jelas, selalu mengedepankan etika yang baik, tadinya sy ragu dgn capres ini, skrg sy yakin pa Anies Baswedan yang terbaik. Mantap",Junaedi Ubaedillah,,,positif
359,"Nk yg saya tangkap lebih baik pak prabowo yg fokus di hal kecil ,ngapain target langsung gede kalo yg kecil malah di telantarkan dan hal hal berani seperti cinta nya yg besar ke indonesia banyak proker nya yg cocok menurut saya",wii,positif,,
360,"Mas Ganjar, sekiranya pak Hary Tanoe yang juga ketum Perindo tidak mendukung Anda, apakah mungkin tim kreatif MNC mengajak Anda untuk tampil pada tayangan adzan itu?",Deni Iskandar,,negatif,
361,"Anis : cerdas
Ganjar : memberikan bukti
Prabowo : tahu sumber akar permasalahan.
Ketiganya Bacapres yang keren dan bagus. aku suka semua.
paling ngena emang pas sesi Prabowo sih, sampai nangis merinding.",popol smart kitten,positif,positif,positif
362,Hidup pak prabowo,Meri Alfiana,positif,,
363,Mantab Pak Prabowo,Budiono 56,positif,,
364,Kasian anies,Mommy Miko,,,negatif
365,KEADILAN KATA ANIS ??? APAKAH POLITIK IDENTITAS ITU ADALAH KEADILAN??????....,Roby fiter,,,negatif
366,"Gagasan Pak Anis jelas hanya lip service GP sudah menjalankan hal-hal itu selama 10 tahun sebagai Gubernur JATENG "" GP for President👍👌😇""",STEVANUS JIMMY,,positif,negatif
367,Program nya pak Prabowo mah bukan prioritas tapi emang harusnya sewajibnya gitu. B aja,Hellen Melati,negatif,,
369,"#Anis sulit menang jadi presiden Ri

 saya siap jalan kaki dari Lombok ke Jakarta kalau anies menang jadi pilpres, silahkan simpan chat saya ini kalau saya bohong, sdhlah ndk perlu menghayal bro, mari kita melihat fakta hasil survey dan dilapangan, anies tidak bisa jadi presiden RI, ingat sumpah jayabaya, nusantara akan dipimpin oleh NOTONOGORO

No : soekarno
To : Soeharto
No : Susilo Bambang yudhoyono
Go : 
Ro : 

Apa ada nama anies baswedan disini bro🤣🤣🤣🤣",DFLASH PULSA CHANNEL,,,negatif
370,"Ganjar: menggunakan bahasa retorika dan mengunggulkan banyak pengalaman di dunia leadership
Anies: membawa konsep, banyak membawa program perubahan
Prabowo: menyelesaikan kesejahteraan dan pendidikan

Dengan adanya program dari gagasan calon presiden,  masyarakat menjadi lebih tau dan mengerti dengan ide dan gagasan dari calon calonnya.  Dan tidak hanya melihat dari pengalaman calon presiden saja.",ARINDA LIBRATASHYA,positif,positif,positif
371,"yaaa pak ganjar ga keberatan , ni basernya yang ngerecokin awokawokawok",SELLA HARDIKA,,negatif,
372,Pak Ganjar kenapa merendahkan MC dan jurnalis?,Lord Adi,,negatif,
373,"Berikut ini video Ganjar Pranowo gak lancar berbahasa inggris di forum internasional. Ganjar presiden, maka akan sulit berdiplomasi dengan negara lain, karena praktis hanya akan mengandalkan menteri, dubes, atau delegasi lain.

https://youtu.be/1KjlVJDRGGc?feature=shared",JosGandos,,negatif,
374,Pasti ARB NOMOR1,Soleh Putrabaihaqi,,,positif
375,6 jam tak terasa.... Ganjar the visioner.. Prabowo the purely from conscience.. Anies the intelektual .. smoga yg terbaik utk RI 1... 🤲,Zulfikar Adha,positif,positif,positif
376,Maaf baru kali ini saya liat calon presiden lebih cocok jadi pelawak. Mukanya pak ganjar di pake jas dan peci malah keliatan mirip pelawak 😂😂😂,Anggi Andy,,negatif,
377,"Anies pandai merangkai kata-kata. Mau mengurus negara Indonesia yg sangat besar, yg kita cintai. Bagaimana mau ngurus indonesia. Ngurus DKI Jakarta aja ngak becus. Bagaimana mau ngurus negara Indonesia yg besar. Hahahaa",ilpyo,,,negatif
378,"Prabowo tulus utk memperjuangkan Indonesia yg makmur & sejahtera.

Probowo sdh memulai membantu masyarakat desa2 di sekitar rumahnya, melalui pemberian susu murni, hasil dari peternakan sapi nya. Khususnya, anak2 dan ibu2 hamil mendapat susu murni bergizi setiap hari, gratis. Tidak pernah di viralkan, krn pak Prabowo ikhlas & tulus membantu masyarakat.",Eben Pegagan P Manik,positif,,
379,Pokoknya pak anis the best,Ivan Susilo,,,positif
380,"Parah betul gagasan pak ganjar😂😂
Saya balik kanan",Uda Tanduo,,negatif,
381,"Pak anis smg mnjadi presiden th 2024...
Karna saya senang dg gagasan nya",Suyatno HM channel,,,positif
382,Anis akui tukang gagasan.bukan tukang kerja.slalu gagas terus gk usah kerja.,ok yes sih,,,negatif
383,"Pengganti hokage ke 7 naruto adalah sikamaru, yang merupakan mentri dari naruot
Berarti nantinya prabowo yang akan naik di 2024, ramalah konoha tidak pernah meleset",Restu Andriawan,positif,,
384,"Setelah menonton utuh sampai selesai, saya memilih bapak Anies Rasyid Baswedan. Siapa pilihan kalian ?",Busyra Busyra,,,positif
385,"Setelah nonton iketiganya sampai habis dan dari REKAM JEJAK ketiganya dan yg disampaikan malam ini, Ganjar adalah yg terbaik buat Indonesia tercinta kedepannya,,,, Amin buat Ganjar sebagai Presiden 2024...",777gift,,positif,
386,Jujur...Capres Anis   Negarawan Cerdas Berintegritas Tinggi dan Pak Prabowo Tegas Bijaksana Berwibawa dan Pak Ganjar Cukup Naratif,Al Ghibran,positif,positif,positif
387,"Penutupan yg sangat mnyentuh dr bapak prabowo, insyaAllah cita2 bpk terpenuhi sebelum anda tutup usia🙏",Alifka Firdausa,positif,,
388,Pak Ganjar sih,Rendy Ridwan,,positif,
389,Cuma anies yg berkualitas dan layak jadi presiden di republik besar ini dan probowo makin sini makin tidak berkualitas😅 Kalau ganjar yaa tetap petugas partai😂,Agung Ytber,negatif,negatif,positif
390,"Kalau ada yg bilang ""minum susu dan makan sianh gratis utk semua siswa dan santri"" gx ada gunanya, tlg ditelaah ya. Pak prabowo itu ingin, mengubah indonesia dari generasi penerus bangsa. Karena kunci negara maju ya, dimulai dari generasi penerus bangsa.
Bismillah, pak prabowo 2024 jadi presiden. Aamiinn`",Ika Safeti,positif,,
391,"Sulit menjelaskan keluasan ilmu pak anies, kami sekeluarga siap penuh mendukung pasangan AMIN.",Pendekar pedang,,,positif
392,"Ya Alloh, semoga cawapres Anies bukan yang itu 😅",Zacky Muharrom,,,negatif
393,"Secara akademik,Gagasan Pak Anies lah yang di harapkan oleh rakyat Indonesia,Pak Anies luar biasa",Mamah Kia,,,positif
394,"Saya setuju  dgn perkataan  pak anis, harus di isi dgn  orang2  yg sesuai pengetahuan dan kedudukan nya👍👍👍",sarif sarifuddin,,,positif
395,Saya dukung Prabowo,Nurul Handy,positif,,
396,Mmg pak Anies luar biasa...,Cak Wito,,,positif
397,"Ahhhh aku merasa bodohhhhh ndengerin pak Anies. Cerdas sekaliii, semua jawaban, penjelasan on point dan membuka wawasan bersama Tanpa menggurui. Dan jawabannya ga Ada lag, dipaksa mikir di waktu yg singkat, kalau ga Pinter sih ya ngek ngok. Fix waktunya punya president pinter 😊🎉",n sy,,,positif
398,"Pak Anies lebih visioner dalam melihat permasalahan bangsa, Pak Ganjar lebih dominan turun langsung ke lapangan, sedangkan Pak Prabowo lebih berasa seperti seorang Bapak bagi negri ini dengan kecintaan dan ketulusannya 

Insyaallah Indonesia 2024 jauh lebih baik.",Ojie Doank,positif,positif,positif
399,Pak anis terbaikkkkk,Yulia Sapar,,,positif
400,prabowo mantap,Kevin Aurel,positif,,
401,Lombok 90 utk anis❤,Kick of,,,positif
402,Anies 2024,Dahniar Niar,,,positif
403,Ganjar Pranowo 🎉 win,Deagapadai Channel,,positif,
404,"Setelah menyimak rangkuman gagasan"" diantara ke3 bacapres ini, insya allah bpk anies baswedan yg akan mnjadi  pilihan bacapres saya..",Fahrul Rozi,,,positif
405,"Pak Anies baswedan... Seorang pemimpin yang tulus ingin membawa rakyatnya menuju pencerahan, seorang pemimpin yang mempunyai mimpi yg besar bagi kesejahteraan, seorang pemimpin yang tidak takut hal negatif dan cerdas mengatasinya dengan secara implementatatif.... BAPAK ANIES BASWEDAN ADALAH CERMINAN KEJUJURAN DAN KEDAMAIAN KAMI BERSAMA HATI DAN VISIMU PAK!!!!",Faisal Qodri,,,positif
406,Ngaurrrrr anis ini 😂😂😂😂😂,Sugianto Qinto,,,negatif
407,"Pesan seorang ibu ke anaknya, ""jaga nama baik..."" sederhana tp maknanya amat dalam, hidup ini sekali apalah yg kita jg klo bukan nama baik, toh hidup ini ttpan yg perlu dpertanggungjawabkan, termasuk saat memangku jabatan

Tdk abuse kekuasaan, tdk menjual martabat negara,  bismillah pak anies diberi kemudahan unt R1",Butter Bubble,,,positif
408,"Sebelumnya saya ingin mengucapkan terima kasih kepada mbak nana serta tim narasi yang berkolaborasi dengan UGM, karena telah bersedia menghadirkan ketiga bacapres untuk menyampaikan gagasannya masing-masing. Jadi melalui acara ini kita sebagai warga negara Indonesia memiliki gambaran bagaimana keadaan Indonesia jika dipimpin oleh salah satu dari ketiga bacapres nantinya. Sehingga kita sebagai warga negara indonesia juga jadi lebih tahu siapakah yang harus kita pilih nantinya dan siapakah yang lebih pantas untuk memimpin Indonesia pada periode berikutnya.

Saya juga ingin memberikan selamat kepada ketiga bacapres yaitu Pak Anies Baswedan, Pak Ganjar Pranowo dan Pak Prabowo Subianto yang telah memberikan gagasan-gagasannya untuk membuat Negara Indonesia menjadi lebih gemilang nantinya. Meskipun setiap gagasan yang disampaikan ketiga bacapres memiliki kelebihan dan kekurangan serta keunikannya masing-masing, yang terpenting disini semoga gagasan-gagasan tersebut nantinya dapat terealisasikan dengan baik serta optimal. Harapan saya siapapun yang terpilih nantinya semoga beliau amanah untuk mengemban tugasnya sebagai pemimpin negara Indonesia serta berusaha seoptimal mungkin untuk memajukan serta menyejahterakan seluruh rakyat Indonesia.",litamagdaa,positif,positif,positif
409,Bismillah bapak Anies Presiden 🤲🏻,I'm Anggara,,,positif
410,Anis emang presidenku,Nur Fadhila,,,positif
411,"Dari ke 3 narasi bacapres, gue jadi tertarik anies si, semoga ga omdo karena gw mau pilih lu bro",fathan mubina,,,positif
412,"INI MAH UGM AND THE GENK.. 
NAJWA UGM JG
ANIES UGM JG
KURANG SERU.. HARUS DI KAMPUS MUSUH DONG..😂😂😂😂😂❤❤ TAPI KEREN SIH SI BRO ANIES.. GK KALENG2 DIA OTAKNYA..❤❤❤❤",Iqro Nugraha,,,positif
413,"gila sih. GENIUS PARAH Pak Anies, ga ngerti lagi wwkwk. Pak Prabowo okelah, Bapak Indonesia dia mah. Lah Ganjar wkwkwkwkwk ga sengaja baca komen "" GANJAR YOUTUBER"" gUA NGAKAK BGT YA ALLAH WKOWKWOWKO",Muhammad Rizki Akbar,,negatif,positif
414,"Memang pak prabowo yg paling keren, meski saya lg sakit denger gagasan beliau terasa semangat...💪💪",Munir Basirih,positif,,
415,PERCAYALAH Kali ini fix prabowo presiden 2024,Rnaldi Putra,positif,,
416,Prabowo 100% presiden.,Ajianto,positif,,
417,Gogogogogog pak prabowo,al barki Center,positif,,
418,"Pak Anis, menyampaikan gagasan TAMPA POWER POINT, Mantab dan Kereenn",SAFDAM CHANNEL,,,positif
419,"ya semoga ga ngomong doang ya Pak Anies, soalnya dari semua gagasan cuma gagasan Bapak aja yang saya setuju, melihat realita yg sudah, sedang, sudah terjadi dan justru impian yg saya inginkan terjadi di negara ini😢",Martha Fakdawer,,,positif
420,Menangis mendengar pak Prabowo pada saat merefleksikan diri 😭,Gans Pramono,positif,,
421,Saya pilih prabowo saja presidenya.,Masbos Sangpenyair,positif,,
422,Komplit di pa Anies,Abil Abdillahfatir,,,positif
423,"Terimakasih kepada mata najwa, tim narasi TV dan UGM yang sudah memberi ruang kepada Bacapres untuk menyuarakan gagasannya. Ketiganya memiliki gagasan dan visi misi yang berbeda dan semoga terealisasikan bukan hanya sekedar janji manis di awal saja. 
Siapapun yang menjadi presiden nanti semoga amanah dan membawa Indonesia ke arah yang lebih maju, karena bukan hanya masyarakat khususnya pemuda tapi pemerintah juga berpengaruh dan berperan dalam menciptakan Indonesia yang lebih berkualitas. Artinya ini bangsa kita semua bangsa kita bersama jadi mari kita bekerja bersama² untuk menciptakan tujuan bangsa yang sesungguhnya.",I F  RAMDHANI,,,
424,"*Dilihat dari ketulusan dan keikhlasan Prabowo lah yg paling unggul,semoga menang Pak karena Indonesia sangat membutuhkan sosok pemimpin seperti Mu*",Muhammad Solahudin,positif,,
426,"buzzer anis banyak bacot , take account semua biar apa akhirnya jg kalah",youk fou,,,negatif
427,Pak PRABOWO SUBIANTO🥰,Wd. Nurniyah,positif,,
428,pas pilkada DKI udh tau Anies bgmn. Jd udh tau kualitas ny spt ap. Klo bagi sy Anies memang jago bicara makany saat Dy jd jubir pilpres sgt lihai tp hny sebatas sbg pembicara tdk lbh,Henry Manurung,,,negatif
429,Jdi bigung pilih prabowo atau anies siapapun mereka terbaik,ummul maulida muh zaidin alaydrus,positif,,positif
430,Pak anis paling logis dan kritikal dalam setiap pertanyaan sudut pandang masalah dengan solusi yang logis,Amalia,,,positif
431,Semoga Allah SWT meridhoi pak Anis jadi Presiden Indonesia 2024..aamiin,Didin Jamaludin,,,positif
432,"Paling ngena hati banget pak prabowo menurut saya, beliau memang kurang dalam merangka kalimat tapi ia tahu bahwa pendidikan adalah salah satu akar yang paling penting untuk buat rakyat yg pintar, bermoral, tangguh, dan kreatif. Selain dari itu gizi berperan penting untuk merealisasikan semua itu. Rakyat yg kreatif akan mendorong perekonomian negara di berbagai sektor. Jika capres lain menilai rakyat sebagai SDM penting belaka, pak prabowo melihat rakyat sebagai ""manusia"" Bukan sebatas SDM",Noob Bestie Awesome,positif,,
433,"Pada spill Anies paling lengkap, aplikatif, sesuai kenyataan yg sangat update, dan yg terpenting adalah gagasan pemberantasan korupsi dan ""keadilan"" yg tidak adil adalah masalah paling besar yg update. Bravo !
Yg lain pikirannya underdog dan basi. IMHO lho ya!",Rudy Armawan,,,positif
434,"Pak Anies pandai dalam kata2 tpi tindakan nihil
Pak Prabowo tidak pandai dalam kata2 tpi tindakan cukup baik
Pak Ganjar pandai dalam kata2 dan tindakannya juga nyata",Blackman 25,positif,positif,negatif
436,"Saya yakin pak Ganjar bukan hanya teori utk memajukan Desa, tapi kerja..kerja..kerja,..saya yakin sekali, orngnya humble dan tidak ada jarak dgn rakyat,,.",Om Jay Kumar,,positif,
437,"Pak Prabowo sangat pantas untuk menjadi presiden, karena cintanya kepada negara .",ita wita,positif,,
438,"pak prabowo jiwa arogannya keliatan bgt di sini huhu susah diatur sm mb nana, padahal itu rulles acaranya huhu",salsabila ataniya,negatif,,
439,"aku sdh tdk percaya dg ocehan anis berdasar kinerjanya semasa sbg gabener DKI,anis
pandai bicara tanpa kerja nyata.",Andis,,,negatif
440,Masyaa Allah...anies Baswedan.,agus sapariyanto,,,positif
441,"Awalnya mau pilih pak Ganjar, tapi lihat gagasan pak Anis lebih lugas, cerdas dan rasional. Tapi males banget sama bacawapresnya pak Anies, bisa ganti aja ga 😭😭😭",N. Indah Pratiwi,,positif,positif
443,NTT untuk Prabowo,Ichko Creys,positif,,
444,"Sudah bosan kayaknya cari presiden yang cuma modal janji manis, kita butuh sosok pemimpin yang tegas dan yang pastinya tidak bisa dijadikan boneka ky yang sudah2 🤣🤣 ,, dari itu sy yakin 2024 coblos Pak Prabowo 👏👏",Lola,positif,,
446,"kalo misalnya pak Anies Baswedan g jadi presiden 2024, berati fix SDM di Indonesia minim...",LEGENDA TENDANGAN MAUT,,,positif
447,"Bismillah saya pilih pak ..
Pilih pak Prabowo ❤❤❤❤❤",Dinda Inatera,positif,,
448,Maaf di menit 5:47 pak Prabowo gak punya ide dan gagasan. Hmmm,Asep Najiulloh,negatif,,
449,Pak Prabowooooo masih menjadi panutan 🔥🔥🔥,Komunikasi Dokumentasi Pimpinan,positif,,
450,"Semoga Anis jadi Presiden, supaya lebih lancar mengajukan Suaka Amin",Gideon Geoffrey,,,positif
451,Disini kita tahu bahwa Anies lebih cerdas dan masuk akal terhadap pertanyaan nya valid.❤ salam waras,Humanity_22,,,positif
452,Pak Ganjar keren,Yulia Nadiia,,positif,
453,Pak prabowo terbaik ❤,Raisa Evania,positif,,
454,Dari 3 kandidat yg paketnya sangat lengkap dan menyentuh problematika Bangsa Indonesia hanya lah ARB ❤🎉,Rashed Karaman,,,positif
455,"sekarang nya pak anies ngomong seperti itu, kami dah muak dengan visi misi pemimpi, selalu aja diawal baik-baik ujung-ujungnya memperkaya diri",sokhifahuwu Ndruru,,,negatif
457,Aku lihat anis 😂😂😂😂 omongnya😅😅,Unik Channel,,,negatif
458,"anies baswedan pembawaannya santai, kalem , gampang dimengerti dan di cerna tidak tergesa gesa hehehe",Rangga Muharom,,,positif
459,All-in PRABOWO,Cipuci Vlog,positif,,
460,"0000000,1 saya dukung anis yang lain saya kurang mengena kenapa anies karna Dia membahas tentang dalam negeri yang masih belum stabil terutama ekonomi rakyat yang miskin dan yang paling penting berilmu.",オレイツな,,,positif
462,"saya mahasiswa UNHAS, saya yakin dengan semua gagasan pak anies 100%, saya tahu panelis yang bertanya ke pak Anies bukan sembarangan orang semua nya algojo,  tidak semua orang bisa menjawab dengan mudah pertanyaan dari semua panelis, aku baru tahu pak Anies dengan tenang menjawab semua nya dengan data dan fakta. yallah sampe merinding aku",Brain Luqman,,,positif
463,"😇😇😇AWALNYA SAYA DUKUNG GANJAR SETELAH MENYAKSIKAN PEMAPARAN IDE GAGASAN DAN MELIHAT KARYA KARYA BACAPRES😎😎😎 SAYA MERASA ANIES LEBIH KOMPETEN DAN TERBAIK DARI YANG LAIN. SEKARANG SAYA DUKUNG ANIES , IDE GAGASAN KARYA ANIES PALING UNGGUL. SEMOGA PAK ANIES JADI PRESIDEN 2024 👍👍👍. INDONESIA BUTUH SOSOK SEPERTI PAK ANIES",Christine Yulia,,,positif
464,PRABOWO selalu di hati sang patriot,Nabil,positif,,
465,"Ahh disini banyak busernya bayarab  anis, kalau anis ga jadi presiden ya emang ga ada yg milih 🤣🤣",Dedian Kharisma,,,negatif
466,dari ketiga bacapres..saya lebih condong ke anies basweda...cara bicara nya lebih adem dan mudah difahami visi dan misi nya...semoga menang ya..aaamiiiinnn,Devi Novita,,,positif
467,"Pendukung pak anis banyak yah di sini,hebat....tp knp hati sy ko tetep pilih bpk ganjar...,krn apa yg di sampaikan bpk ganjar itu realistis  dan saya rakyat biasa pun dpt memahami...dan bpk ganjar itu org nya konsisten..",kastok nglonder,,positif,
468,Pak Prabowo lebih lucu dan imut daripada Pandji,nemovictim,positif,,
470,Pecinta sepaak bola aanti ganjar tahi pranowo,Kakek Sugiono,,negatif,
471,Pak prabowo ❤❤❤❤❤,Jaka Tingkir,positif,,
472,JUJUR ANIS KEREN CERDAS,DARA Wanby,,,positif
473,Semoga 2024 anies yang menang🙌,Jhoking Al-Amin,,,positif
474,"Prabowo paling tuluss, spontan tanpa banyak kata2 hiperbola",Robet Musa,positif,,
475,Ganjar malah curhat,Rostersuper Purwakarta,,negatif,
476,paparan pak ganjar tentang ide dan gagasan tertutupi dengan banyaknya klarifikasi,Rahmatsyah Latif,,negatif,
477,"Biar penonton yg menilai.

Anies konseptor handal, sukses terus anies baswedan, anda pantas memimpin Indonesia.",Ihsan Lordardmore,,,positif
478,Gagasan Pak Anies tetap ter the best.,Hodray Music,,,positif
479,Prabowo gagasanya sudah clear banget. Dia udah merasakan bagaimana china menopoli Indonesia,Freya Fun Video,positif,,
480,Pak Ganjar yes ❤ yes ❤ yes ❤,sinta hia,,positif,
481,Awalnya ga peduli.. Tapi pas liat pak anis bernarasi beliau keren sih...,Nofri Ario Diansi,,,positif
482,harusnya anies presiden. prabowo wakilnyaa. baru mantap,Zaki Fathudin,positif,,positif
483,Pemenangnya pk ganjar,maryani maryani,,positif,
484,"Sebenarnya pak prabowo sedang menyindir tentang politik uang. 5:25:00
Bukan beliau setuju dengan politik uang.... mba nana kurang nangkepp. 😅",Remaja Petualang,positif,,
485,Pak prabowo.💪💪💪💪. Presiden 2024.,Bor,positif,,
486,"Setelah mendengar ganjar dan Anies,  ternyats Anies benar2 sangat layak jd Presiden 2024",Kartia Ningsih,,,positif
487,KOMEN KOK PAK ANEIS SEMUA PDHL PAK ANIS DATANG PALING SEPI YANG MENYAMBUT,Elka Epin,,,negatif
490,Mantap ganjar. Klo di tanya di jawab bukan nanya balik lagi😅😂 seakan akan g ngerti sama pertanyaannya. Keren ganjar,Alvin Zaikander,,positif,
491,Ya Allah ya rabb semoga Pak Prabowo Subianto terpilih menjadi Presiden 2024 - 2029 akan menjadi penyelamat rakyat dapat memakmurkan rakyat miskin menjadi sejahtera hingga tingkat kriminalitas akan menurun 🙏🇮🇩,Budi Hartawan,netral,,
492,"menit ke 1.17.35 dan saya menangis terisak...saat pak Anies menyampaikan, anak anak yg bukan dari keluarga miskin, tidak dapat kuliah, karena gaji UMP org tuanya ga cukup utk membiayai.
perlu perhatian bagi keluarga yg ditengah-tengah (bukan yg miskin)

ini yang saya alami waktu saya membiayai anak kuliah, tahun 2009
saat itu saya bekerja dengan gaji UMK +10%
untuk bisa membiayai kuliah anak, saya harus bekerja 4 tempat , pagi sampai malam.
Ya benar pak..kami kalangan yang tidak pernah dipikirkan dan tidak pernah mendapat bantuan karena dianggap punya pekerjaan.

padahal...untuk kebutuhan dasar saja, kami harus berjuang sangat keras.

sementara banyak para petinggi yang melakukan pencitraan dengan memberikan bantuan kepada hanyaa masyarakat miskin.
sehingga saat ini banyak rakyat Indonesia yg mempertahankan status miskinnya, agar dapat bantuan terus.

terimakasih Pak Anis, mudahan bisa direalisasikan prinsip keadilan ini.",amelda,,,positif
493,"Dari cerita dan gagasan dari para calon presiden ini kita bisa mengetahui dan menilai, bagaimana kesiapan dalam memimpin negara ini dilihat dari pengalaman, dan dari bukti dari kepemimpinan sebelumnya seperti , Pak Anies menjadi gunernur DKI Jakarta dalam pembangunan sumur resapan, penyelenggaraan Formula E hingga kebijakan terkait reklamasi. Pak Ganjar yang membuat integritas dan kualitas pelayanan publik menjadi baik, dan Pak Prabowo membuat gebrakan dengan menyekolahkan para taruna muda TNI tiga matra ke Amerika Serikat (AS). Selain itu, beberapa alutsista yang didatangkan Prabowo memperkuat lini pertahanan Indonesia. Saya berharap dari semua kandidat yang ada, siapapun yang terpilih semoga tidak ada korupsi besar yang merugikan masyarakat dan yang bisa memanusiakan manusia dalam hal keadilan, hak dan asasi manusia.",Leo Yohan Ananta,positif,positif,positif
494,"Anis lebih ke retorika, Ganjar sangat teknis dan prabowo penuh idealisme..bismilah smoga presiden indonesia mendapat pemimpin yg amanah!",other side,positif,positif,positif
