,Unnamed: 0,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies,preprocessed
309,333.0,WE love you pak ganjar ❤,Bety Lina,,positif,,we love you ganjar
310,5373.0,Bicara gagasan yang potensi gak bohong sama rakyat cuma Anies Baswedan,Adi Saputra,,,positif,bicara gagas potensi bohong rakyat anies anies
311,5374.0,Di mata ganjar politik itu rumit,Papa Ndut Travel,,negatif,,mata ganjar politik rumit
312,5375.0,yang dukung ganjar di komen akun nya itu2 aja 😂😂,SHORTnimmeh,,negatif,,dukung ganjar komen akun nya itu wajah gembira urai air mata wajah gembira urai air mata
313,5376.0,Anies Baswedan,Rifan Za,,,positif,anies anies
314,5377.0,Public speaking pak anis is another level ⭐️⭐️⭐️⭐️⭐️,Nilam Rahman,,,positif,public speaking anies is another level bintang medium putih bintang medium putih bintang medium putih bintang medium putih bintang medium putih
315,5378.0,"Gw ga pernah milih. Klo pun milih ingin semuanya aja dipilih. Biar jd golput. Tapi lihat kata pak anies, yg nanya tentang ekonomi syariah, cara pandang economy syariah. Yg horor ternyata jd  tercerahkan. Kayanya saatnya gw harus nyoblos.",Babang Tampan,,,positif,gue pilih kalo pilih pilih biar golput lihat anies ekonomi syariah pandang economy syariah horor cerah kaya gue nyoblos
316,5379.0,Pokoya pak anis RI 1,Widyawati Widy,,,positif,pokoya anies ri
317,5380.0,anies R1 Kabulkan ya الله,Al irsyad channel,,,positif,anies r kabul ya 
318,5381.0,Ganjar yess,Lilik Yunariyati,,positif,,ganjar yes
319,5383.0,Terima kasih mata najwa dan team yang sudah menyelenggarakan acara ini..semakin yakin dan  mantap untuk mendukung koalisi perubahan ..Insya Allah dengan RidhoMu Anis menjadi pemimpin Bangsa di 2024..Amin Yes,Rahmi Fauziah,,,positif,terima kasih mata najwa team selenggara acara mantap dukung koalisi ubah insya allah ridhomu anies pimpin bangsa amin yes
320,5384.0,"anies selalu pandai berkata-kata😂😂😂... Binekatunggalika katanya tapi waktu Pilgub DKI mendukung intoleransi, politik identitas.. Ingat Indonesia hampir terpecah belah krn Pilgub DKI,, beruntunglah Prabowo legowo dan ikut menenangkan agar Indonesia tidak terpecah-belah dgn merendahkan dirinya utk mau membantu Presiden jokowi.... #IngatIndonesiaHampirPecahBelah",Andre Ter Stegen,positif,,negatif,anies pandai berkatakata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata binekatunggalika pilgub dki dukung intoleransi politik identitas indonesia pecah belah pilgub dki untung prabowo legowo tenang indonesia terpecahbelah rendah bantu presiden jokowi ingatindonesiahampirpecahbelah
321,5385.0,Love u anies baswedan presiden 2024❤❤,riski Maulana,,,positif,love lu anies anies presiden
322,5387.0,"Ganjar ditanya idenya apa jawabnya cuma: diperkuat, di rubah, trust, tapi gak ada pokok ide nya caranya bgmn... apakah klw jdi presiden ntar dikritik oleh rakyat malah minta solusinya juga kpd rakyat sperti yg skrg ini..????😂😂😂",Mirzan Aditya,,negatif,,ganjar ide kuat rubah trust pokok ide nya presiden entar kritik rakyat solusi rakyat wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata
323,5389.0,PRABOWO PATRIOT!,Sir Matenrou,positif,,,prabowo patriot
324,5390.0,Bismillah pak anis 2024,Irvandi,,,positif,bismillah anies
325,5391.0,"BUKAN NGEINIIN TAPI ANIS CUMAN MODAL NGOMONG DOANG :(EMANG SECARA GAGASAN SAMA KONTEKS YANG DIBICARAIN OKE,TAPI SAYANG GA BUTUH KATA2 BUTUH AKSI 😢SECARA KONSEP SAMA BERFIKIR EMANG ANIS PALING TOP,TAPI MAAF PRABOWO TETEP DIHATI ❤",Steven Lee,positif,,negatif,ngeiniin anies cuman modal omong doang gagas konteks dibicarain oke sayang butuh katakata butuh aksi wajah menang konsep pikir anies top maaf prabowo hati
326,5392.0,pak prabowo banyak kira-kiranya,Ratna Ayu Widia A.,negatif,,,prabowo kirakiranya
327,5394.0,"Seseorang yg yg tahu lingkungan(sosial budaya dan peradaban),tambah wawasan(pendidikan) dan keberadaan juga karakter telah muncul dr sosok seorang ganjar pranowo... Yg smoga jadi presiden di th 2024..amiin.",Rchis Noor,,positif,,lingkung sosial budaya adab wawas didik ada karakter muncul sosok ganjar ganjar moga presiden amin
328,5395.0,Anies dan gus muhaimin,Firman syah,,,positif,anies gus muhaimin
329,5396.0,"Maaf pak anis lebih baik benahi lagi jakarta, 5 tahun membenahi jakarta belum cukup menurut saya jadi lebih baik benahi lagi jakarta agar jakarta lebih tertata.",Rayn Barra Arsyatama,,,negatif,maaf anies benah jakarta benah jakarta benah jakarta jakarta tata
330,355.0,Anis cakap kalau banyak pengusaha2 besar takut mendekatinya karena nnti akan di periksa pajaknya..pertanyaannya klo bayar pajak knapa takut???,Ecko Frisky,,,positif,anies cakap usaha takut dekat periksa pajak tanya kalo bayar pajak knapa takut
331,356.0,"kenapa yak pak Prabowo setiap ketemu Najwa, suka gugup ya....",Anonymous Unknown,negatif,,,ya prabowo ketemu najwa suka gugup ya
332,357.0,Anis sih,Sany Septian,,,positif,anies sih
333,358.0,"Satu capres bicara dengan gaya tengilnya, lucu Mba Nana disebut rengking terbaik tapi hanya jadi MC, di pandang sebelah mata
 
Satu capres bicara gagasan pake teks, mau bagaimana bisa mewujudkan gagasannya,
 wong gagasannya ga hapal.

Satu capres cerdas hapal gagasannya, bicara dengan jelas, selalu mengedepankan etika yang baik, tadinya sy ragu dgn capres ini, skrg sy yakin pa Anies Baswedan yang terbaik. Mantap",Junaedi Ubaedillah,,,positif,capres bicara gaya tengil lucu mbak nana rengking baik mc pandang belah mata capres bicara gagas pakai teks wujud gagas gagas hapal capres cerdas hapal gagas bicara depan etika ragu capres anies anies baik mantap
334,359.0,"Nk yg saya tangkap lebih baik pak prabowo yg fokus di hal kecil ,ngapain target langsung gede kalo yg kecil malah di telantarkan dan hal hal berani seperti cinta nya yg besar ke indonesia banyak proker nya yg cocok menurut saya",wii,positif,,,nk tangkap prabowo fokus kapai target langsung gede kalo telantar berani cinta nya indonesia proker nya cocok
335,360.0,"Mas Ganjar, sekiranya pak Hary Tanoe yang juga ketum Perindo tidak mendukung Anda, apakah mungkin tim kreatif MNC mengajak Anda untuk tampil pada tayangan adzan itu?",Deni Iskandar,,negatif,,mas ganjar hary tanoe tum perindo dukung tim kreatif mnc ajak tampil tayang adzan
336,361.0,"Anis : cerdas
Ganjar : memberikan bukti
Prabowo : tahu sumber akar permasalahan.
Ketiganya Bacapres yang keren dan bagus. aku suka semua.
paling ngena emang pas sesi Prabowo sih, sampai nangis merinding.",popol smart kitten,positif,positif,positif,anies cerdas ganjar bukti prabowo sumber akar masalah tiga bacapres keren bagus suka ngena pas sesi prabowo sih menang merinding
337,362.0,Hidup pak prabowo,Meri Alfiana,positif,,,hidup prabowo
338,363.0,Mantab Pak Prabowo,Budiono 56,positif,,,mantab prabowo
339,364.0,Kasian anies,Mommy Miko,,,negatif,kasihan anies
340,365.0,KEADILAN KATA ANIS ??? APAKAH POLITIK IDENTITAS ITU ADALAH KEADILAN??????....,Roby fiter,,,negatif,adil anies politik identitas adil
341,366.0,"Gagasan Pak Anis jelas hanya lip service GP sudah menjalankan hal-hal itu selama 10 tahun sebagai Gubernur JATENG "" GP for President👍👌😇""",STEVANUS JIMMY,,positif,negatif,gagas anies lip service ganjar jalan halhal gubernur jateng ganjar for president jempol ke atas oke wajah malaikat
342,367.0,Program nya pak Prabowo mah bukan prioritas tapi emang harusnya sewajibnya gitu. B aja,Hellen Melati,negatif,,,program nya prabowo mah prioritas wajib b
343,369.0,"#Anis sulit menang jadi presiden Ri

 saya siap jalan kaki dari Lombok ke Jakarta kalau anies menang jadi pilpres, silahkan simpan chat saya ini kalau saya bohong, sdhlah ndk perlu menghayal bro, mari kita melihat fakta hasil survey dan dilapangan, anies tidak bisa jadi presiden RI, ingat sumpah jayabaya, nusantara akan dipimpin oleh NOTONOGORO

No : soekarno
To : Soeharto
No : Susilo Bambang yudhoyono
Go : 
Ro : 

Apa ada nama anies baswedan disini bro🤣🤣🤣🤣",DFLASH PULSA CHANNEL,,,negatif,anies sulit menang presiden ri jalan kaki lombok jakarta anies menang pilpres sila simpan chat bohong sdhlah ndk menghayal bro mari fakta hasil survey lapang anies presiden ri sumpah jayabaya nusantara pimpin notonogoro no soekarno soeharto no susilo bambang yudhoyono go ro nama anies anies bro tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak
344,370.0,"Ganjar: menggunakan bahasa retorika dan mengunggulkan banyak pengalaman di dunia leadership
Anies: membawa konsep, banyak membawa program perubahan
Prabowo: menyelesaikan kesejahteraan dan pendidikan

Dengan adanya program dari gagasan calon presiden,  masyarakat menjadi lebih tau dan mengerti dengan ide dan gagasan dari calon calonnya.  Dan tidak hanya melihat dari pengalaman calon presiden saja.",ARINDA LIBRATASHYA,positif,positif,positif,ganjar bahasa retorika unggul alam dunia leadership anies bawa konsep bawa program ubah prabowo selesai sejahtera didik program gagas calon presiden masyarakat tau erti ide gagas calon calon alam calon presiden
345,371.0,"yaaa pak ganjar ga keberatan , ni basernya yang ngerecokin awokawokawok",SELLA HARDIKA,,negatif,,ya ganjar berat nih basernya ngerecokin awokawokawok
346,372.0,Pak Ganjar kenapa merendahkan MC dan jurnalis?,Lord Adi,,negatif,,ganjar rendah mc jurnalis
347,373.0,"Berikut ini video Ganjar Pranowo gak lancar berbahasa inggris di forum internasional. Ganjar presiden, maka akan sulit berdiplomasi dengan negara lain, karena praktis hanya akan mengandalkan menteri, dubes, atau delegasi lain.

https://youtu.be/1KjlVJDRGGc?feature=shared",JosGandos,,negatif,,video ganjar ganjar lancar bahasa inggris forum internasional ganjar presiden sulit diplomasi negara praktis andal menteri dubes delegasi https youtubekjlvjdrggc featureshared
348,374.0,Pasti ARB NOMOR1,Soleh Putrabaihaqi,,,positif,anies nomor
349,375.0,6 jam tak terasa.... Ganjar the visioner.. Prabowo the purely from conscience.. Anies the intelektual .. smoga yg terbaik utk RI 1... 🤲,Zulfikar Adha,positif,positif,positif,jam ganjar the visioner prabowo the purely from conscience anies the intelektual moga baik ri tangan angkat dan rapat sama
350,376.0,Maaf baru kali ini saya liat calon presiden lebih cocok jadi pelawak. Mukanya pak ganjar di pake jas dan peci malah keliatan mirip pelawak 😂😂😂,Anggi Andy,,negatif,,maaf kali lihat calon presiden cocok lawak muka ganjar pakai jas peci lawak wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata
351,377.0,"Anies pandai merangkai kata-kata. Mau mengurus negara Indonesia yg sangat besar, yg kita cintai. Bagaimana mau ngurus indonesia. Ngurus DKI Jakarta aja ngak becus. Bagaimana mau ngurus negara Indonesia yg besar. Hahahaa",ilpyo,,,negatif,anies pandai rangkai katakata urus negara indonesia cinta urus indonesia urus dki jakarta becus urus negara indonesia hahaha
352,378.0,"Prabowo tulus utk memperjuangkan Indonesia yg makmur & sejahtera.

Probowo sdh memulai membantu masyarakat desa2 di sekitar rumahnya, melalui pemberian susu murni, hasil dari peternakan sapi nya. Khususnya, anak2 dan ibu2 hamil mendapat susu murni bergizi setiap hari, gratis. Tidak pernah di viralkan, krn pak Prabowo ikhlas & tulus membantu masyarakat.",Eben Pegagan P Manik,positif,,,prabowo tulus juang indonesia makmur sejahtera probowo bantu masyarakat desa rumah beri susu murni hasil terna sapi nya anakanak ibuibu hamil susu murni gizi gratis viralkan prabowo ikhlas tulus bantu masyarakat
353,379.0,Pokoknya pak anis the best,Ivan Susilo,,,positif,pokok anies the best
354,380.0,"Parah betul gagasan pak ganjar😂😂
Saya balik kanan",Uda Tanduo,,negatif,,parah gagas ganjar wajah gembira urai air mata wajah gembira urai air mata kanan
355,381.0,"Pak anis smg mnjadi presiden th 2024...
Karna saya senang dg gagasan nya",Suyatno HM channel,,,positif,anies moga presiden senang gagas nya
356,382.0,Anis akui tukang gagasan.bukan tukang kerja.slalu gagas terus gk usah kerja.,ok yes sih,,,negatif,anies aku tukang gagasanbukan tukang kerjaselalu gagas kerja
357,383.0,"Pengganti hokage ke 7 naruto adalah sikamaru, yang merupakan mentri dari naruot
Berarti nantinya prabowo yang akan naik di 2024, ramalah konoha tidak pernah meleset",Restu Andriawan,positif,,,ganti hokage naruto sikamaru tri naruot prabowo rama konoha meleset
358,384.0,"Setelah menonton utuh sampai selesai, saya memilih bapak Anies Rasyid Baswedan. Siapa pilihan kalian ?",Busyra Busyra,,,positif,tonton utuh selesai pilih anies rasyid anies pilih
359,385.0,"Setelah nonton iketiganya sampai habis dan dari REKAM JEJAK ketiganya dan yg disampaikan malam ini, Ganjar adalah yg terbaik buat Indonesia tercinta kedepannya,,,, Amin buat Ganjar sebagai Presiden 2024...",777gift,,positif,,tonton iketiganya habis rekam jejak tiga malam ganjar baik indonesia cinta depan amin ganjar presiden
360,386.0,Jujur...Capres Anis   Negarawan Cerdas Berintegritas Tinggi dan Pak Prabowo Tegas Bijaksana Berwibawa dan Pak Ganjar Cukup Naratif,Al Ghibran,positif,positif,positif,jujur capres anies negarawan cerdas integritas prabowo bijaksana wibawa ganjar naratif
361,387.0,"Penutupan yg sangat mnyentuh dr bapak prabowo, insyaAllah cita2 bpk terpenuhi sebelum anda tutup usia🙏",Alifka Firdausa,positif,,,tutup mnyentuh prabowo insyaallah citacita bpk penuh tutup usia lipat tangan
362,388.0,Pak Ganjar sih,Rendy Ridwan,,positif,,ganjar sih
363,389.0,Cuma anies yg berkualitas dan layak jadi presiden di republik besar ini dan probowo makin sini makin tidak berkualitas😅 Kalau ganjar yaa tetap petugas partai😂,Agung Ytber,negatif,negatif,positif,anies kualitas layak presiden republik probowo kualitas wajah senyum lebar dan keringat ganjar ya tugas partai wajah gembira urai air mata
364,390.0,"Kalau ada yg bilang ""minum susu dan makan sianh gratis utk semua siswa dan santri"" gx ada gunanya, tlg ditelaah ya. Pak prabowo itu ingin, mengubah indonesia dari generasi penerus bangsa. Karena kunci negara maju ya, dimulai dari generasi penerus bangsa.
Bismillah, pak prabowo 2024 jadi presiden. Aamiinn`",Ika Safeti,positif,,,bilang minum susu makan sianh gratis siswa santri guna tolong telaah ya prabowo ubah indonesia generasi terus bangsa kunci negara maju ya generasi terus bangsa bismillah prabowo presiden amin
365,391.0,"Sulit menjelaskan keluasan ilmu pak anies, kami sekeluarga siap penuh mendukung pasangan AMIN.",Pendekar pedang,,,positif,sulit luas ilmu anies keluarga penuh dukung pasang amin
366,392.0,"Ya Alloh, semoga cawapres Anies bukan yang itu 😅",Zacky Muharrom,,,negatif,ya allah moga cawapres anies wajah senyum lebar dan keringat
367,393.0,"Secara akademik,Gagasan Pak Anies lah yang di harapkan oleh rakyat Indonesia,Pak Anies luar biasa",Mamah Kia,,,positif,akademik gagas anies harap rakyat indonesia anies
368,394.0,"Saya setuju  dgn perkataan  pak anis, harus di isi dgn  orang2  yg sesuai pengetahuan dan kedudukan nya👍👍👍",sarif sarifuddin,,,positif,tuju kata anies isi orangorang sesuai tahu duduk nya jempol ke atas jempol ke atas jempol ke atas
369,395.0,Saya dukung Prabowo,Nurul Handy,positif,,,dukung prabowo
370,396.0,Mmg pak Anies luar biasa...,Cak Wito,,,positif,anies
371,397.0,"Ahhhh aku merasa bodohhhhh ndengerin pak Anies. Cerdas sekaliii, semua jawaban, penjelasan on point dan membuka wawasan bersama Tanpa menggurui. Dan jawabannya ga Ada lag, dipaksa mikir di waktu yg singkat, kalau ga Pinter sih ya ngek ngok. Fix waktunya punya president pinter 😊🎉",n sy,,,positif,ah bodoh ndengerin anies cerdas jelas on point buka wawas guru jawab lag paksa mikir singkat pintar sih ya ngek ngok fix president pintar wajah senyum dengan mata bahagia party popper
372,398.0,"Pak Anies lebih visioner dalam melihat permasalahan bangsa, Pak Ganjar lebih dominan turun langsung ke lapangan, sedangkan Pak Prabowo lebih berasa seperti seorang Bapak bagi negri ini dengan kecintaan dan ketulusannya 

Insyaallah Indonesia 2024 jauh lebih baik.",Ojie Doank,positif,positif,positif,anies visioner masalah bangsa ganjar dominan turun langsung lapang prabowo asa negeri cinta tulus insyaallah indonesia
373,399.0,Pak anis terbaikkkkk,Yulia Sapar,,,positif,anies baik
374,400.0,prabowo mantap,Kevin Aurel,positif,,,prabowo mantap
375,401.0,Lombok 90 utk anis❤,Kick of,,,positif,lombok anies
376,402.0,Anies 2024,Dahniar Niar,,,positif,anies
377,403.0,Ganjar Pranowo 🎉 win,Deagapadai Channel,,positif,,ganjar ganjar party popper win
378,404.0,"Setelah menyimak rangkuman gagasan"" diantara ke3 bacapres ini, insya allah bpk anies baswedan yg akan mnjadi  pilihan bacapres saya..",Fahrul Rozi,,,positif,simak rangkum gagas ke bacapres insya allah bpk anies anies pilih bacapres
379,405.0,"Pak Anies baswedan... Seorang pemimpin yang tulus ingin membawa rakyatnya menuju pencerahan, seorang pemimpin yang mempunyai mimpi yg besar bagi kesejahteraan, seorang pemimpin yang tidak takut hal negatif dan cerdas mengatasinya dengan secara implementatatif.... BAPAK ANIES BASWEDAN ADALAH CERMINAN KEJUJURAN DAN KEDAMAIAN KAMI BERSAMA HATI DAN VISIMU PAK!!!!",Faisal Qodri,,,positif,anies anies pimpin tulus bawa rakyat cerah pimpin mimpi sejahtera pimpin takut negatif cerdas atas implementatatif anies anies cermin jujur damai hati visi
380,406.0,Ngaurrrrr anis ini 😂😂😂😂😂,Sugianto Qinto,,,negatif,ngaur anies wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata
381,407.0,"Pesan seorang ibu ke anaknya, ""jaga nama baik..."" sederhana tp maknanya amat dalam, hidup ini sekali apalah yg kita jg klo bukan nama baik, toh hidup ini ttpan yg perlu dpertanggungjawabkan, termasuk saat memangku jabatan

Tdk abuse kekuasaan, tdk menjual martabat negara,  bismillah pak anies diberi kemudahan unt R1",Butter Bubble,,,positif,pesan anak jaga nama sederhana makna hidup apa kalo nama hidup ttpan dpertanggungjawabkan memang jabat abuse kuasa jual martabat negara bismillah anies mudah unt r
382,408.0,"Sebelumnya saya ingin mengucapkan terima kasih kepada mbak nana serta tim narasi yang berkolaborasi dengan UGM, karena telah bersedia menghadirkan ketiga bacapres untuk menyampaikan gagasannya masing-masing. Jadi melalui acara ini kita sebagai warga negara Indonesia memiliki gambaran bagaimana keadaan Indonesia jika dipimpin oleh salah satu dari ketiga bacapres nantinya. Sehingga kita sebagai warga negara indonesia juga jadi lebih tahu siapakah yang harus kita pilih nantinya dan siapakah yang lebih pantas untuk memimpin Indonesia pada periode berikutnya.

Saya juga ingin memberikan selamat kepada ketiga bacapres yaitu Pak Anies Baswedan, Pak Ganjar Pranowo dan Pak Prabowo Subianto yang telah memberikan gagasan-gagasannya untuk membuat Negara Indonesia menjadi lebih gemilang nantinya. Meskipun setiap gagasan yang disampaikan ketiga bacapres memiliki kelebihan dan kekurangan serta keunikannya masing-masing, yang terpenting disini semoga gagasan-gagasan tersebut nantinya dapat terealisasikan dengan baik serta optimal. Harapan saya siapapun yang terpilih nantinya semoga beliau amanah untuk mengemban tugasnya sebagai pemimpin negara Indonesia serta berusaha seoptimal mungkin untuk memajukan serta menyejahterakan seluruh rakyat Indonesia.",litamagdaa,positif,positif,positif,terima kasih mbak nana tim narasi kolaborasi ugm sedia hadir tiga bacapres gagas acara warga negara indonesia milik gambar indonesia pimpin salah tiga bacapres warga negara indonesia pilih pimpin indonesia periode selamat tiga bacapres anies anies ganjar ganjar prabowo prabowo gagasangagasannya negara indonesia gemilang gagas tiga bacapres milik lebih kurang uni penting moga gagasangagasan realisasi optimal harap pilih moga beliau amanah emban tugas pimpin negara indonesia usaha optimal maju sejahtera rakyat indonesia
383,409.0,Bismillah bapak Anies Presiden 🤲🏻,I'm Anggara,,,positif,bismillah anies presiden tangan angkat dan rapat sama warna kulit cerah
384,410.0,Anis emang presidenku,Nur Fadhila,,,positif,anies presiden
385,411.0,"Dari ke 3 narasi bacapres, gue jadi tertarik anies si, semoga ga omdo karena gw mau pilih lu bro",fathan mubina,,,positif,narasi bacapres gue tarik anies sih moga omong doang gue pilih lu bro
386,412.0,"INI MAH UGM AND THE GENK.. 
NAJWA UGM JG
ANIES UGM JG
KURANG SERU.. HARUS DI KAMPUS MUSUH DONG..😂😂😂😂😂❤❤ TAPI KEREN SIH SI BRO ANIES.. GK KALENG2 DIA OTAKNYA..❤❤❤❤",Iqro Nugraha,,,positif,mah ugm and the genk najwa ugm anies ugm seru kampus musuh wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata keren sih sih bro anies kaleng otak
387,413.0,"gila sih. GENIUS PARAH Pak Anies, ga ngerti lagi wwkwk. Pak Prabowo okelah, Bapak Indonesia dia mah. Lah Ganjar wkwkwkwkwk ga sengaja baca komen "" GANJAR YOUTUBER"" gUA NGAKAK BGT YA ALLAH WKOWKWOWKO",Muhammad Rizki Akbar,,negatif,positif,gila sih genius parah anies erti wwkwk prabowo oke indonesia mah ganjar wkwkwkwkwk sengaja baca komen ganjar youtuber gua akak banget ya allah wkowkwowko
388,414.0,"Memang pak prabowo yg paling keren, meski saya lg sakit denger gagasan beliau terasa semangat...💪💪",Munir Basirih,positif,,,prabowo keren sakit dengar gagas beliau semangat lengan otot lengan otot
389,415.0,PERCAYALAH Kali ini fix prabowo presiden 2024,Rnaldi Putra,positif,,,percaya kali fix prabowo presiden
390,416.0,Prabowo 100% presiden.,Ajianto,positif,,,prabowo presiden
391,417.0,Gogogogogog pak prabowo,al barki Center,positif,,,gogogogogog prabowo
392,418.0,"Pak Anis, menyampaikan gagasan TAMPA POWER POINT, Mantab dan Kereenn",SAFDAM CHANNEL,,,positif,anies gagas tampa power point mantab keren
393,419.0,"ya semoga ga ngomong doang ya Pak Anies, soalnya dari semua gagasan cuma gagasan Bapak aja yang saya setuju, melihat realita yg sudah, sedang, sudah terjadi dan justru impian yg saya inginkan terjadi di negara ini😢",Martha Fakdawer,,,positif,ya moga omong doang ya anies gagas gagas tuju realita impi negara wajah menang
394,420.0,Menangis mendengar pak Prabowo pada saat merefleksikan diri 😭,Gans Pramono,positif,,,menang dengar prabowo refleksi wajah menang keras
395,421.0,Saya pilih prabowo saja presidenya.,Masbos Sangpenyair,positif,,,pilih prabowo presidenya
396,422.0,Komplit di pa Anies,Abil Abdillahfatir,,,positif,komplit anies
397,423.0,"Terimakasih kepada mata najwa, tim narasi TV dan UGM yang sudah memberi ruang kepada Bacapres untuk menyuarakan gagasannya. Ketiganya memiliki gagasan dan visi misi yang berbeda dan semoga terealisasikan bukan hanya sekedar janji manis di awal saja. 
Siapapun yang menjadi presiden nanti semoga amanah dan membawa Indonesia ke arah yang lebih maju, karena bukan hanya masyarakat khususnya pemuda tapi pemerintah juga berpengaruh dan berperan dalam menciptakan Indonesia yang lebih berkualitas. Artinya ini bangsa kita semua bangsa kita bersama jadi mari kita bekerja bersama² untuk menciptakan tujuan bangsa yang sesungguhnya.",I F  RAMDHANI,,,,terimakasih mata najwa tim narasi tv ugm ruang bacapres suara gagas tiga milik gagas visi misi beda moga realisasi dar janji manis presiden moga amanah bawa indonesia arah maju masyarakat pemuda perintah pengaruh peran cipta indonesia kualitas bangsa bangsa mari sama cipta tuju bangsa sungguh
398,424.0,"*Dilihat dari ketulusan dan keikhlasan Prabowo lah yg paling unggul,semoga menang Pak karena Indonesia sangat membutuhkan sosok pemimpin seperti Mu*",Muhammad Solahudin,positif,,,tulus ikhlas prabowo unggul moga menang indonesia butuh sosok pimpin mu
399,426.0,"buzzer anis banyak bacot , take account semua biar apa akhirnya jg kalah",youk fou,,,negatif,buzzer anies bacot take account biar kalah
400,427.0,Pak PRABOWO SUBIANTO🥰,Wd. Nurniyah,positif,,,prabowo prabowo wajah senyum dengan hati
401,428.0,pas pilkada DKI udh tau Anies bgmn. Jd udh tau kualitas ny spt ap. Klo bagi sy Anies memang jago bicara makany saat Dy jd jubir pilpres sgt lihai tp hny sebatas sbg pembicara tdk lbh,Henry Manurung,,,negatif,pas pilkada dki tau anies tau kualitas nya kalo anies jago bicara jubir pilpres lihai batas bicara
402,429.0,Jdi bigung pilih prabowo atau anies siapapun mereka terbaik,ummul maulida muh zaidin alaydrus,positif,,positif,bigung pilih prabowo anies baik
403,430.0,Pak anis paling logis dan kritikal dalam setiap pertanyaan sudut pandang masalah dengan solusi yang logis,Amalia,,,positif,anies logis kritikal sudut pandang solusi logis
404,431.0,Semoga Allah SWT meridhoi pak Anis jadi Presiden Indonesia 2024..aamiin,Didin Jamaludin,,,positif,moga allah swt meridhoi anies presiden indonesia amin
405,432.0,"Paling ngena hati banget pak prabowo menurut saya, beliau memang kurang dalam merangka kalimat tapi ia tahu bahwa pendidikan adalah salah satu akar yang paling penting untuk buat rakyat yg pintar, bermoral, tangguh, dan kreatif. Selain dari itu gizi berperan penting untuk merealisasikan semua itu. Rakyat yg kreatif akan mendorong perekonomian negara di berbagai sektor. Jika capres lain menilai rakyat sebagai SDM penting belaka, pak prabowo melihat rakyat sebagai ""manusia"" Bukan sebatas SDM",Noob Bestie Awesome,positif,,,ngena hati banget prabowo beliau rangka kalimat didik salah akar rakyat pintar moral tangguh kreatif gizi peran realisasi rakyat kreatif dorong ekonomi negara sektor capres nilai rakyat sdm belaka prabowo rakyat manusia batas sdm
406,433.0,"Pada spill Anies paling lengkap, aplikatif, sesuai kenyataan yg sangat update, dan yg terpenting adalah gagasan pemberantasan korupsi dan ""keadilan"" yg tidak adil adalah masalah paling besar yg update. Bravo !
Yg lain pikirannya underdog dan basi. IMHO lho ya!",Rudy Armawan,,,positif,spil anies lengkap aplikatif sesuai nyata update penting gagas berantas korupsi adil adil update bravo pikir underdog basi imho lho ya
407,434.0,"Pak Anies pandai dalam kata2 tpi tindakan nihil
Pak Prabowo tidak pandai dalam kata2 tpi tindakan cukup baik
Pak Ganjar pandai dalam kata2 dan tindakannya juga nyata",Blackman 25,positif,positif,negatif,anies pandai katakata tindak nihil prabowo pandai katakata tindak ganjar pandai katakata tindak nyata
408,436.0,"Saya yakin pak Ganjar bukan hanya teori utk memajukan Desa, tapi kerja..kerja..kerja,..saya yakin sekali, orngnya humble dan tidak ada jarak dgn rakyat,,.",Om Jay Kumar,,positif,,ganjar teori maju desa kerja kerja kerja orngnya humble jarak rakyat
409,437.0,"Pak Prabowo sangat pantas untuk menjadi presiden, karena cintanya kepada negara .",ita wita,positif,,,prabowo presiden cinta negara
410,438.0,"pak prabowo jiwa arogannya keliatan bgt di sini huhu susah diatur sm mb nana, padahal itu rulles acaranya huhu",salsabila ataniya,negatif,,,prabowo jiwa arogan banget huhu susah atur mbak nana rulles acara huhu
411,439.0,"aku sdh tdk percaya dg ocehan anis berdasar kinerjanya semasa sbg gabener DKI,anis
pandai bicara tanpa kerja nyata.",Andis,,,negatif,percaya oceh anies dasar kerja gabener dki anies pandai bicara kerja nyata
412,440.0,Masyaa Allah...anies Baswedan.,agus sapariyanto,,,positif,masya allah anies anies
413,441.0,"Awalnya mau pilih pak Ganjar, tapi lihat gagasan pak Anis lebih lugas, cerdas dan rasional. Tapi males banget sama bacawapresnya pak Anies, bisa ganti aja ga 😭😭😭",N. Indah Pratiwi,,positif,positif,pilih ganjar lihat gagas anies lugas cerdas rasional malas banget bacawapresnya anies ganti wajah menang keras wajah menang keras wajah menang keras
414,443.0,NTT untuk Prabowo,Ichko Creys,positif,,,prabowo
