,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies
617,SENANG SEKALI DGN PENJELASAN DARI PAK GANJAR,uli lumbanraja,,Ganjar,
618,Prabowo Subianto insyaallah,nur asyikin syikin,Prabowo,,
619,"Sedih dan terharu Pas Prabowo bilang ""sebelum saya meninggal, saya ingin lihat indonesia bermartabat"" sehat selalu Pak, penerus Pemimpin Indonesia❤",Revolver Saragih,Prabowo,,
620,Saya boleh nanya gak kepada pak ganjar. Pak ganjar ad hubungan apa dengan 9 bintang. Apa kah ad hubungan bisnis negara...?,chanel kampung,,Ganjar,
621,"Pak Prabowo sangat patriot negarawan yang hebat. Gagasan nya bagus, hanya cara penyampaian nya saja kurang detail. Kalo pak Anis ,bagus gagasan nya tapi hati hati janji bohong??
Pak Ganjar, menarik gagasan nya, tapi sayang sekali partai pengusungnya dari PDIP dan masyarakat Indonesia sudah tau partai PDIP seperti apa kinerja nya 10 tahun k belakang",Ahmad Ramdhani,Prabowo,Ganjar,Anies
625,Manstap BACAPRES Anies Baswedan,EDDIE PIYOTO CHANNEL,,,Anies
626,"Kebebasan Berpendapat
1:22:10 Anies
3:45:40 Ganjar",Rahma's K-archive,,Ganjar,Anies
627,"PDIP libur dulu aja dr politik, mulainya tahun 2050 lagi kan udh mimpin indonesia lama tuh 10 tahun, gantian dong masbrow😂😂 pak ganjar mohon maaf jadi gubernur lagi aja sono di jawa tengah😂",Tarigan Florist Group JKT,,Ganjar,
628,Melihat gagasan Pak Anies dan cara beliau menyampaikannya serasa ada harapan baru buat negeri ini. Bismillah fix pilih Pak Anies utk 2024,Kidzonia,,,Anies
630,Prabowo gagasanya sangat masuk akal tapi dia jarang turun lapangan jadi apakah bisa dipercaya untuk merealisasikan,bumbleboy,Prabowo,,
631,lebih suka penyampaian pak Anies lebih mudah dipahami.,R D,,,Anies
632,Mantap pak Anies,Indra Sudrajat,,,Anies
633,Pa prabowo perwakilan rakyat jelata,dian daryanto,Prabowo,,
636,Pokoknya pak ganjar president 2024,efa ayu Sutrisningtyas,,Ganjar,
639,"Pak prabowo penyampaian yg paling nyata dan iklas tanpa kata2 yg cantik yg hanya sebatas kata2 , seperti pak prabowo yg lebih iklas untuk negara ini",Cimon 16,Prabowo,,
640,Semoga doa kita didengar Allah SWT. Pak Anies terpilih sebagai presiden 2024.,Dra kasmuntiah,,,Anies
642,"Anis ngomong kayak tukang obat keliling, lancar sekaliiii😅

""ramuan akar pohon hutan kalimantan!! diabetes,kanker,stroke,mandul,lumpuh,buta bisa sembuh semua"" 😂😂
gedabrusss kayak omongan anis si tukang obat keliling😂😂",NGAKU HABIB,,,Anies
648,"Kesimpulan dri saya setelah saya tonton semua gagasan dri ketiga bacapres.

Pak Anis: isu yg diangkat relevan di kehidupan sehari hari spt bantuan kuliah untuk keluarga tidak miskin tp tidak kaya juga karena gaji standar UMR. Dan untuk gagasan lainnya sangat logis, mudah dipahami dan masuk akal untuk direalisasikan.

Pak Ganjar : Interkatif dengan penonton, beberapa gagasan oke. Tpi sayangnya di sesi ini terkesan spt menantang dan balik tanya, blunder thd profesi MC sma Jurnalis dan dalam menjawab pertanyaan lebih ke bercerita bukan memberi solusi spt pertanyaan mengenai rempang.😢

Pak Prabowo : isu geopolitik, lebih seperti melanjutkan kinerja jokowi, dan seperti tidak ada yg baru.

 Harapan saya, semoga Presiden berikutnya lebih berpihak kepada rakyatnya dan yang terpenting meningkatkan kualitas Manusianya.😊",Steven,Prabowo,Ganjar,Anies
650,Go prabowo,Firza Yoga Baskoro,Prabowo,,
652,"Dari penyampaian gagasan ke 3 bacapres, menurut penilaian saya :
1. Anis terlihat  banyak gagasan yg bersifat retorika , tapi tidak memiliki cara konkrit implementasinya.
2.Ganjar  memiliki  gagasan konkrit  masa depan dan cara yang lebih jelas utk  melakukannya .
3.Prabowo  hanya menunjukan  gagasan kebangsaan yg kental  selaku mantan TNI , namun tidak memiliki gagasan konkrit utk masa depan Indonesia .",pontyhiu,Prabowo,Ganjar,Anies
653,"Nggak ada PILIHAN dari ke tiga tiga nya 😢
GOLPUT ku NGALAHIN semangat Bibir Buih Janji Manis KALIAN SEMUA 😢",Muhammad Nazri Rawi,,,Anies
654,Hidup Pak Ganjar & PDI P ❤❤❤,Daud Zhafi,,Ganjar,
655,"Org yg bilang data rakyat menjadi takut mengeluarkan pendapat itu data trbalik,sy aja skrg JD berani komen diyutub difesbuk kpada pemerintah kpada tokoh yg kt anggap kebijakannya lambat,trutama dibidang hukum &pertanian..khusus dibidang pertahanan sering komen kepk Prabowo difesbuk,trs perkembangan SDH jls org kritik dh nyimpang keranah penghinaan ko bilang menurun,itu satu cnth data nyimpang....",Sukirno Bengkel,Prabowo,,
656,kalo baca sih anak SMA juga bisa pak.... wkwkwkwk.... cuma anis yang gak pakai text,Hasbunaim Syaddad,,,Anies
658,prabowoooooooooooooooo  😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱,wordiana,Prabowo,,
660,"Gagasan pak anies TOP.
sebagian gagasan ganjar meniru gagasan anis hanya saja merobah bahasa",Arry Erlangga Lutan,,Ganjar,Anies
661,"masih blom nentuin pilihan sih, tapi waktu Yohanis ngomong, skip next aja....yang 2 lagi layak di tonton",Charlemagne,,,Anies
663,Knpa pk prabowo gemoy,sarahngeo🌻,Prabowo,,
664,Gagasan Pak Prabowo yang saya pilih❤😊,aidin djafar,Prabowo,,
667,Prabowo 2024-2034,Edric Wijaya,Prabowo,,
668,DENGAN INI SAYA MENYATAKAN SAYA DUKUNG ANIS,Hikmat Puji Amsyah,,,Anies
670,Ganjar tetap pilihan kami,Martinus Dedy Girik Allo,,Ganjar,
671,"saya bingung pilih siapa... anies kalem dan terpelajar, ganjar iklhas dan berbakti sama orang tua nya, prabowo pemberani dan keras... (demi Indonesia).",Toro Gamers,Prabowo,Ganjar,Anies
673,"InsyaAllah Anies Baswedan Presiden 2024 Dengan Ridho Orang Tua Dan Kemampuan Yang Dimiliki, Bismillah Siap Dukung Anies Bawedan",Richdan Sahaja,,,Anies
676,"Semua bacapres begitu bagus namu pak anis begitu memahami persoalan emosi yg begitu stabil mudah2an beliau lah yg terpilih untuk memimpin negeri ini

Selamat untuk pak anis menjadi inspirasi ratusan juta orang indonesia",Maya Takarina,,,Anies
677,Pak Anies emg gaada lawan👏,Deda aenul Wardah,,,Anies
678,"jawaban pak Ganjar nyeleneh kemana-mana. ditanyain citra PDIP di masyarakat bagaimana, eh jawabannya malah kilas balik kehidupannya sebelum jadi gubernur.",M. Zidan,,Ganjar,
681,ANIS BASWEDAN ❤,Black Melanesian,,,Anies
682,"Biar gak di kudeta, kan dijadikan mentri. Padahal fitnah, akhir pak joko jadikan men..... malah dapat mentri.. 😅 yang fitnah malah mengakat pak prabowo",ML Bangbang,Prabowo,,
686,for 100% Prabowo Subianto. Ngena ke hati ketulusannya,PlayWith AA,Prabowo,,
687,Anis kayaknya boleh lah.,Uus Usman,,,Anies
689,"Seru banget mendengar pendapat Pak Ganjar soal reformasi KPK dan Kepolisian, bahkan Mbak Nana tertunjuk hidung😂, dipake dong partisipasinya.

Apalagi lulusan 10 terbaik, wkwkwkwk. Sampe suaranya goyang.😂

Refleksinya meyakinkan hati saya sedalam-dalamnya tentang komitmen untuk tidak korupsi/cacat dalam hal apapun.",Tama Purba,,Ganjar,
690,"Anies :
Dari gesture dia memang pandai berbicara melihat berkali2 dia sering menjilat lidah ke bibir 
Dalam perjuangan selain hanya pandai orasi dan bicara lebih utama kerja nyatanya 

Ganjar :
Dari gesture dia sangat berapi2 dan tempramen mudah tersulut emosi meskipun pandai meredam tapi gesture emosi masih terlihat jelas sangat baik untuk perjuangan tapi jika ada yg tak sepaham takutnya tidak akan ada yg berani mengutarakan ide gagasan lain

Prabowo :
Dari gesture dia sangat prihatin terhadap bangsa dan negara dia sangat menginginkan perubahan terhadap bangsanya tapi dg usia yg sudah tak produktif maka akan sangat susah melakukan banyak perubahan bagi bangsa dan negaranya",Heri Subagiyo,Prabowo,Ganjar,Anies
691,Mantapp anies salam dari jogya,Lukman Setyawan🤖☠️,,,Anies
693,"Bicara macam fropesor om Anis 😂😂😂 , ,di kasih jatah jadi gubernur, , plongo2😂",Paulus Yuli,,,Anies
694,anis menang,Rinto Dds,,,Anies
695,"Menurut saya dari Pak anis terbaik untuk ide, tp implementasi gak semulus itu. Dari rekam jejak mendikbud, gubernur jakarta dari visi misinya memang bagus tp saat menjabat lebih ke meneruskan program jabatan dulu. Seandainya pak anis jadi presiden 10 tahun akankah terealisasi minimal sistemnya? Saya rasa tidak, saya rasa lebih baik jadi bapak bangsa seperti pak habibie yang ide dan karyanya untuk bangsa indonesia. Karena waktu tidak terbatas tahun jabatan dan regulasi

Pak ganjar paling lugas, paling tenang dan diplomatis tdk menyerang kiri kanan. Mungkin karena rekam jejak beliau dpr, gubernur dll. Lebih kurang seperti gaya pak jokowi sekarang, kalau beliau menjabat suasananya kurang lebih sama dengan sekarang karena partai sama dan mungkin yaa autopilot melanjutkan tdk ada gebrakan inovasi selain melanjutkan pak jokowi.

Pak prabowo paling menggebu2 dari hati dan saya rasa paling pejuang dari ketiganya kemungkinan besar kalau beliau terpilih banyak kebijakan diubah untuk kemajuan mnurut versi beliau. Tapi tokoh orba dan rekam jejak beliau dari pencalonan dulu sampai pencalonan yang didukung beliau lebih ke cara pragmatis dan tdk menghiraukan caranya dan permisif terhadap pendukung sehingga mencapai tujuan.

Belum ada satupun yang saya yakini bisa jadi presiden. Saya dukung yang menang pemilu sajalah",I Gede Mas Mahardika,Prabowo,Ganjar,Anies
696,pak anis 👍👍👍,Nhayka,,,Anies
699,Sebagai pendukung pa Anies dan PKS : Kami pastikan orang orang yang menjelek jelekkan dan acak acak adu domba PSI dengan PDIP dan Pa Jokowi dan Ibu Mega dan Pa Ganjar itu bukan dari kubu kami pendukung Pa Anies dan PKS. Kami tidak ingin cara cara licik kampungan pengecut seperti itu. Kami malah dukung dan sarankan agar PDIP dan PSI dan Pa Jokowi dan Ibu Mega dan Para Relawan bersatu padu tetap humble rendah hati dan hormati semua dan tidak terpancing adu domba murahan itu. Bahkan Pa Ganjar dan ibu Mega dan PDIP tidak perlu dibawah bayang bayang pa Jokowi dan keluarga dan tidak perlu tergantung relawan pa Jokowi tetapi memperkuat relawan pa Ganjar dengan orang orang hebatnya. Namun tetap berbuat baik tulus pada Pa Jokowi dan keluarga dengan memberikan penghargaan setingginya yaitu Pa Jokowi sebagai the next ketum PDIP dan ibu Mega ketum Majelis Tinggi PDIP. Saya mohon Pa Ganjar turun ke akar rumput seluruh Indonesia. PDIP menitipkan bantuan kepada masyarakat yang tidak ada kaitannya dengan kampanye tetapi tulus kepedulian di area bencana. Dan dilaporkan ke KPU/Bawaslu pada ini tulus bantuan kemanusiaan PDIP yang bukan kampanye dll. Saya usul PDIP menjadikan anak Pa Ganjar dan Istri Pa Ganjar kader PDI sekaligus jurkam Pa Ganjar. Mereka orang orang hebat berpendidikan tinggi namun rendah hati dan hormat pada semua orang serta tunduk pada Allah swt. Kami pendukung Pa Anies dan PKS ingin bertarung sportif mengulangi Pilkada DKI melawan PDIP dan PSI. Tetap semangat👍❤️🙏,Sensu Simar,,Ganjar,Anies
700,WE love you pak ganjar ❤,Bety Lina,,Ganjar,
702,"Benar kata Bapak Prabowo..akar permasalahan yg ada diindonesia salah satunya adalah kemiskinan. Putus rantai kemiskinan dengan pemberian gizi yg baik sejak dini (kandungan), pendidikan yg mudah. Makan bangsa indonesia akan melahirkan anak bangsa sehat, kuat, bermartabat. *hanya pendapat diri",Reisya Berlin,Prabowo,,
703,"POLISI DAN HUKUM DI INDONESIA SANGAT LAH BURUK PA ANIS,JIKA ANDA MENJADI PRESIDEN NANTI PERBAIKI,KITA HARUS BEBAS BERPENDAPAT JANGAN ADA LAGI WAKANDA DAN KONOHA SEKARANG TO THE POINT AJA APA NEGARANYA",akmal,,,Anies
705,"Kurang paham dengan apa yang dipaparkan, beda dengan p anies",Wahidah Amran,,,Anies
706,Anak muda all in Prabowo ❤️❤️❤️❤️‍🔥,Ryfaldy Dhestro,Prabowo,,
707,Anies lah,Thisishurie,,,Anies
711,SEKARANG RAKYAT INDONESIA BUTUH BUKTI NYATA BUKAN GAGASAN YANG UJUNG UJUNGNYA OMONG KOSONG DARI DULU MASYARAKAT CUMAN MENDENGAR KAN GAGASAN TAPI TIDAK DENGAN BUKTI NYATA. KALAU CUMA GAGASAN OMONGAN DOANG MASYARAKAT BISA MENJABAT TAPI TIDAK DENGAN BUKTI NYATA .PAK PRABOWO  SUBIANTO MEMANG DARI HATI NURANI NYA INGIN INDONESIA SEMANGKIN MENDUNIA TERBUKTI DARI SIKAP DIA MENCALONKAN DIRI SAMPAI KE 4 KALINYA DAN KERJA NYATA DI MENHAM. PAK PRABOWO SUBIANTO DI HATI.,Mhd Fii Saragih,Prabowo,,
713,Ngomong dan teori Anis okay tapi kenyataan di lapangan sero alias NOL,olleke mahried,,,Anies
715,"Pintar berbicara blm tentu nyata hasilnya...
BISMILLAH PRABOWO 2024😇💪🏻",Amrin Savana,Prabowo,,
717,"Ketiganya Janji janjinya terlalu manis saking manisnya bikin cepet kena diabetes,😂",Du Dit,,,Anies
722,Dari segi persentasinya lebih suka penyampaian pak anis. Tapi gak tau dari penerapannya apa sejalan dengan apa yang disampaikan,Aditya Pratama,,,Anies
724,"Baru kesempatan nonton, pak anis MasyaAllah.. ketika refleksi depan cermin, bisa bisanya bikin hati saya bergetar.. semoga Allah menjadikan pemimpin negeri ini 🎉",gyawan riadi,,,Anies
725,"Pak ganjar: lulusan terbaik jangan jadi dosen. Jadi jurnalis dong. Lebih luas ngajarnya. Dosen sempit ngajarnya. Saya jadi guru keluar, ditawari dosen gak mau. Saya pilih usaha pertanian, punya medsos terkait, punya web, dll. Saya bisa ngajar semua org sedunia. Intinya jangan sepelekan pekerjaan. Apalagi pekerjaan terikat sama hobi. Gak ternilai",Orgomedia,,Ganjar,
726,"Jujur pas Anis sama ganjar yg ngomong , gw tidur . Pas Prabowo gw serius nyimak",Prabu Siliwangii,Prabowo,Ganjar,Anies
728,"Awalnya ngedukung pak ganjar tp knp pak ganjar disini terlihat arogan, baperan, memang pak anies yg terlihat santai dan bersahaja, tp sayang knp bacawapresnya cak imin 😢",Elia anggraeni,,Ganjar,Anies
730,pa Ganjar bahasanya ngerii.. ngeri kepleset,Apriza Hapsari,,Ganjar,
732,"Sumpah klo prabowo ga menang, rasanya cape dan hopeless",rismaya nuraini,Prabowo,,
734,"Saya kira Pak Anis banyaj di bully gak jelas..
Eh, ternyata omongan Pak Ganjar tambah bikin ragu, dan banyak blunder...",Anjep Anjep,,Ganjar,Anies
735,"Jujur gw klo subjektif mihak ke Anis, tapi kenapa materi dan gagasan Ganjar lebih kompetible? Logis bnget dan tidak hanya berangan angan ..",uhuy gaming,,Ganjar,Anies
736,Pak anies rasyid baswedan terbaik...❤❤❤❤,nayyzha 07,,,Anies
739,"Sebagai swing voter, acara ini sangat bermanfaat bg saya utk mengetahui secara cepat kualitas setiap capres dan kemampuannya nanti utk memimpin negeri ini.

Secara singkat, perjalanan pengetahuan sy terhadap masing-masing capres sebelum acara ini adalah
- saya pengagum AB saat beliau menjabat sbg mendikbud,
- saya mengatakan dalam hati bahwa pak PS suatu saat bs menjadi presiden saat beliau bersedia menjadi menhan dibawah p Jokowi
- maaf jujur saya paling kurang tahu siapa GP.
Sebab yang sering ada di pemberitaan adalah berita AB dgn masalah2 dp 0%, sodetan ciliwung yg diabaikan, air antri di sumur resapan, patung bambu, jalur sepeda yg mempersempit jalan, formula E yg habis dana besar, dsb dsb
Demikian pula dgn pak PS, yg sy dengar soal food estate yg gagal, beli pesawat bekas dan yg sy baca sendiri adalah soal usulan perdamaian konflik RUsia Ukraina yg dianggap aneh oleh Ukraina.dsb dsb.
Sedangkan GP sy kurang membaca berita tentang beliau, kalaupun ada lingkupnya mgkn lokal/provinsi, hanya sesekali tentang kegiatannya di medsos.

Lalu apa hasil pengamatan sy dlm acara ini (mohon maaf bila anda tidak berkenan, tidak setuju boleh saja)
- Paparan gagasan dpt disampaikan dengan cerdas, jelas dan tepat waktu oleh AB dan GP, ini menyiratkan penguasaan materi gagasan itu sendiri.
Maaf utk PS spt tdk menguasai materinya dan molor dr wkt yg disediakan,selain itu krg jelas dlm penjelasannya.

- Soal isi Gagasan, AB tanpa presentasi Power Point, susah utk dipelajari dan dilacak ulang gagasannya, misal mau lihat lagi di rekaman ini tentu agak sulit, kecuali anda mau mencatat sendiri.PS menampilkan presentasi yang sederhana, lumayan bisa dibaca.Dan yg paling siap dan bagus dengan presentasinya adalah GP, sistematis dan mudah dipahami, realisasi atas gagasannya nyata dan telah dibuktikan.

- Soal Bercermin.
Yg paling menarik adalah sesi ini.Melihat diri melalui cermin adalah ujian atas seberapa kita selesai dengan diri sendiri (mampu menerima diri sendiri apa adanya).AB memulai dgn tidak siap, krn butuh waktu utk berpikir dan merancang apa yg harus dikatakan, GP yang langsung berkata di depan cermin tdk butuh wkt lama.Dan PS, kita tahu sendiri menolak utk bercermin dgn selorohannya.

Kesimpulan:
- Terima kasih utk Mata Najwa, mbak Nana dan tim utk acaranya yang hebat ini.Berguna bg sy utk melihat dengan mata kepala sendiri, keaslian penampilan masing2 kandidat.Semoga institusi lain bisa menyelenggarakan lagi hal serupa (sblm masa kampanye resmi).Karena dgn berjalannya waktu, kandidat capres yang belum siap kemarin atau kurang dlm penyampaiannya bisa melakukan koreksi.Karena tampilan kemarin tentu bukan hasil akhir yang tidak bisa berubah/diperbaiki.

- Utk saya pribadi kalau dirangking, yang terbaik adalah Ganjar Pranowo.
Penampilan GP menjawab semua keingintahuan sy dan penampilannya yang bagi saya hebat, cerdas, tangkas, gagasan yang solutif dan diberi gambaran implementasinya sangat luar biasa.Belum lagi dukungan keluarga yg hadir disana.
Rangking kedua ANies Baswedan dan yang terakhir Prabowo Subianto.

Tentu saja penilaian ini sifatnya pribadi, dan masih bisa berubah sampai hari H nanti.Selamat memilih dengan hati.",Herumanto M,Prabowo,Ganjar,Anies
740,"OGAH SAYA DUKUNG ANIES DLU JANJI NYA JIKA PAK PRABOWO YG NYAPRES DIA GAK IKUTAN NYAPRES... EHHH SEKARANG MALAH KEMAKAN OMONGAN SENDIRI.,JANGANKAN PRABOWO AHY(DEMOKRAT) AJA PUN DIHIANATIN YANG 1 KOALISI AMA DIA 😂
KEBUKTI BANYAK SEKALI JANJI DIMULUT NYA😂😂😂",Dammz 2105,Prabowo,,Anies
741,Anis cakap kalau banyak pengusaha2 besar takut mendekatinya karena nnti akan di periksa pajaknya..pertanyaannya klo bayar pajak knapa takut???,Ecko Frisky,,,Anies
742,"kenapa yak pak Prabowo setiap ketemu Najwa, suka gugup ya....",Anonymous Unknown,Prabowo,,
744,Anis sih,Sany Septian,,,Anies
745,"Satu capres bicara dengan gaya tengilnya, lucu Mba Nana disebut rengking terbaik tapi hanya jadi MC, di pandang sebelah mata
 
Satu capres bicara gagasan pake teks, mau bagaimana bisa mewujudkan gagasannya,
 wong gagasannya ga hapal.

Satu capres cerdas hapal gagasannya, bicara dengan jelas, selalu mengedepankan etika yang baik, tadinya sy ragu dgn capres ini, skrg sy yakin pa Anies Baswedan yang terbaik. Mantap",Junaedi Ubaedillah,,,Anies
747,"Nk yg saya tangkap lebih baik pak prabowo yg fokus di hal kecil ,ngapain target langsung gede kalo yg kecil malah di telantarkan dan hal hal berani seperti cinta nya yg besar ke indonesia banyak proker nya yg cocok menurut saya",wii,Prabowo,,
751,"Mas Ganjar, sekiranya pak Hary Tanoe yang juga ketum Perindo tidak mendukung Anda, apakah mungkin tim kreatif MNC mengajak Anda untuk tampil pada tayangan adzan itu?",Deni Iskandar,,Ganjar,
752,"Anis : cerdas
Ganjar : memberikan bukti
Prabowo : tahu sumber akar permasalahan.
Ketiganya Bacapres yang keren dan bagus. aku suka semua.
paling ngena emang pas sesi Prabowo sih, sampai nangis merinding.",popol smart kitten,Prabowo,Ganjar,Anies
754,Hidup pak prabowo,Meri Alfiana,Prabowo,,
755,Mantab Pak Prabowo,Budiono 56,Prabowo,,
761,Kasian anies,Mommy Miko,,,Anies
764,KEADILAN KATA ANIS ??? APAKAH POLITIK IDENTITAS ITU ADALAH KEADILAN??????....,Roby fiter,,,Anies
767,"Gagasan Pak Anis jelas hanya lip service GP sudah menjalankan hal-hal itu selama 10 tahun sebagai Gubernur JATENG "" GP for President👍👌😇""",STEVANUS JIMMY,,Ganjar,Anies
769,Program nya pak Prabowo mah bukan prioritas tapi emang harusnya sewajibnya gitu. B aja,Hellen Melati,Prabowo,,
770,Pak Ganjar kalo saya nyoblos bapa saya bisa kerja dan kuliah ga pak capek nganggur pak nyari kerjaan di tipu tross😢,syahdanariel 24,,Ganjar,
776,"#Anis sulit menang jadi presiden Ri

 saya siap jalan kaki dari Lombok ke Jakarta kalau anies menang jadi pilpres, silahkan simpan chat saya ini kalau saya bohong, sdhlah ndk perlu menghayal bro, mari kita melihat fakta hasil survey dan dilapangan, anies tidak bisa jadi presiden RI, ingat sumpah jayabaya, nusantara akan dipimpin oleh NOTONOGORO

No : soekarno
To : Soeharto
No : Susilo Bambang yudhoyono
Go : 
Ro : 

Apa ada nama anies baswedan disini bro🤣🤣🤣🤣",DFLASH PULSA CHANNEL,,,Anies
777,"Ganjar: menggunakan bahasa retorika dan mengunggulkan banyak pengalaman di dunia leadership
Anies: membawa konsep, banyak membawa program perubahan
Prabowo: menyelesaikan kesejahteraan dan pendidikan

Dengan adanya program dari gagasan calon presiden,  masyarakat menjadi lebih tau dan mengerti dengan ide dan gagasan dari calon calonnya.  Dan tidak hanya melihat dari pengalaman calon presiden saja.",ARINDA LIBRATASHYA,Prabowo,Ganjar,Anies
778,"yaaa pak ganjar ga keberatan , ni basernya yang ngerecokin awokawokawok",SELLA HARDIKA,,Ganjar,
780,Pak Ganjar kenapa merendahkan MC dan jurnalis?,Lord Adi,,Ganjar,
782,"Berikut ini video Ganjar Pranowo gak lancar berbahasa inggris di forum internasional. Ganjar presiden, maka akan sulit berdiplomasi dengan negara lain, karena praktis hanya akan mengandalkan menteri, dubes, atau delegasi lain.

https://youtu.be/1KjlVJDRGGc?feature=shared",JosGandos,,Ganjar,
783,Pasti ARB NOMOR1,Soleh Putrabaihaqi,,,Anies
784,6 jam tak terasa.... Ganjar the visioner.. Prabowo the purely from conscience.. Anies the intelektual .. smoga yg terbaik utk RI 1... 🤲,Zulfikar Adha,Prabowo,Ganjar,Anies
785,Maaf baru kali ini saya liat calon presiden lebih cocok jadi pelawak. Mukanya pak ganjar di pake jas dan peci malah keliatan mirip pelawak 😂😂😂,Anggi Andy,,Ganjar,
794,"Anies pandai merangkai kata-kata. Mau mengurus negara Indonesia yg sangat besar, yg kita cintai. Bagaimana mau ngurus indonesia. Ngurus DKI Jakarta aja ngak becus. Bagaimana mau ngurus negara Indonesia yg besar. Hahahaa",ilpyo,,,Anies
795,"Prabowo tulus utk memperjuangkan Indonesia yg makmur & sejahtera.

Probowo sdh memulai membantu masyarakat desa2 di sekitar rumahnya, melalui pemberian susu murni, hasil dari peternakan sapi nya. Khususnya, anak2 dan ibu2 hamil mendapat susu murni bergizi setiap hari, gratis. Tidak pernah di viralkan, krn pak Prabowo ikhlas & tulus membantu masyarakat.",Eben Pegagan P Manik,Prabowo,,
796,Pokoknya pak anis the best,Ivan Susilo,,,Anies
798,"Parah betul gagasan pak ganjar😂😂
Saya balik kanan",Uda Tanduo,,Ganjar,
799,"Pak anis smg mnjadi presiden th 2024...
Karna saya senang dg gagasan nya",Suyatno HM channel,,,Anies
801,Anis akui tukang gagasan.bukan tukang kerja.slalu gagas terus gk usah kerja.,ok yes sih,,,Anies
810,"Pengganti hokage ke 7 naruto adalah sikamaru, yang merupakan mentri dari naruot
Berarti nantinya prabowo yang akan naik di 2024, ramalah konoha tidak pernah meleset",Restu Andriawan,Prabowo,,
811,"Setelah menonton utuh sampai selesai, saya memilih bapak Anies Rasyid Baswedan. Siapa pilihan kalian ?",Busyra Busyra,,,Anies
816,"Setelah nonton iketiganya sampai habis dan dari REKAM JEJAK ketiganya dan yg disampaikan malam ini, Ganjar adalah yg terbaik buat Indonesia tercinta kedepannya,,,, Amin buat Ganjar sebagai Presiden 2024...",777gift,,Ganjar,
817,Jujur...Capres Anis   Negarawan Cerdas Berintegritas Tinggi dan Pak Prabowo Tegas Bijaksana Berwibawa dan Pak Ganjar Cukup Naratif,Al Ghibran,Prabowo,Ganjar,Anies
818,"Penutupan yg sangat mnyentuh dr bapak prabowo, insyaAllah cita2 bpk terpenuhi sebelum anda tutup usia🙏",Alifka Firdausa,Prabowo,,
819,Pak Ganjar sih,Rendy Ridwan,,Ganjar,
821,Cuma anies yg berkualitas dan layak jadi presiden di republik besar ini dan probowo makin sini makin tidak berkualitas😅 Kalau ganjar yaa tetap petugas partai😂,Agung Ytber,,Ganjar,Anies
823,"Kalau ada yg bilang ""minum susu dan makan sianh gratis utk semua siswa dan santri"" gx ada gunanya, tlg ditelaah ya. Pak prabowo itu ingin, mengubah indonesia dari generasi penerus bangsa. Karena kunci negara maju ya, dimulai dari generasi penerus bangsa.
Bismillah, pak prabowo 2024 jadi presiden. Aamiinn",Ika Safeti,Prabowo,,
824,"Sulit menjelaskan keluasan ilmu pak anies, kami sekeluarga siap penuh mendukung pasangan AMIN.",Pendekar pedang,,,Anies
825,"Ya Alloh, semoga cawapres Anies bukan yang itu 😅",Zacky Muharrom,,,Anies
826,"Secara akademik,Gagasan Pak Anies lah yang di harapkan oleh rakyat Indonesia,Pak Anies luar biasa",Mamah Kia,,,Anies
827,"Saya setuju  dgn perkataan  pak anis, harus di isi dgn  orang2  yg sesuai pengetahuan dan kedudukan nya👍👍👍",sarif sarifuddin,,,Anies
829,Saya dukung Prabowo,Nurul Handy,Prabowo,,
830,Mmg pak Anies luar biasa...,Cak Wito,,,Anies
831,"Ahhhh aku merasa bodohhhhh ndengerin pak Anies. Cerdas sekaliii, semua jawaban, penjelasan on point dan membuka wawasan bersama Tanpa menggurui. Dan jawabannya ga Ada lag, dipaksa mikir di waktu yg singkat, kalau ga Pinter sih ya ngek ngok. Fix waktunya punya president pinter 😊🎉",n sy,,,Anies
832,"Pak Anies lebih visioner dalam melihat permasalahan bangsa, Pak Ganjar lebih dominan turun langsung ke lapangan, sedangkan Pak Prabowo lebih berasa seperti seorang Bapak bagi negri ini dengan kecintaan dan ketulusannya 

Insyaallah Indonesia 2024 jauh lebih baik.",Ojie Doank,Prabowo,Ganjar,Anies
833,Pak anis terbaikkkkk,Yulia Sapar,,,Anies
838,prabowo mantap,Kevin Aurel,Prabowo,,
839,Lombok 90 utk anis❤,Kick of,,,Anies
841,Anies 2024,Dahniar Niar,,,Anies
842,Ganjar Pranowo 🎉 win,Deagapadai Channel,,Ganjar,
843,"Setelah menyimak rangkuman gagasan"" diantara ke3 bacapres ini, insya allah bpk anies baswedan yg akan mnjadi  pilihan bacapres saya..",Fahrul Rozi,,,Anies
844,"Pak Anies baswedan... Seorang pemimpin yang tulus ingin membawa rakyatnya menuju pencerahan, seorang pemimpin yang mempunyai mimpi yg besar bagi kesejahteraan, seorang pemimpin yang tidak takut hal negatif dan cerdas mengatasinya dengan secara implementatatif.... BAPAK ANIES BASWEDAN ADALAH CERMINAN KEJUJURAN DAN KEDAMAIAN KAMI BERSAMA HATI DAN VISIMU PAK!!!!",Faisal Qodri,,,Anies
845,Ngaurrrrr anis ini 😂😂😂😂😂,Sugianto Qinto,,,Anies
