,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies
1550,Percayalah Indonesia akan hebat bila dipimpin oleh Pak Prabowo dan Pak Anies secara bergandengan...krn dua figur tsb saling bisa mengisi kekurangan masing2....,Daya Pita,positif,,positif
1551,Refleksinya Pak Prabowo adalah cita2 kami juga pak🫡,Andrea Anggi Saputra,netral,,
1552,"Ganjar sosok yang bisa mewakili sisi intelektual Anies & sisi nasionalis Prabowo, semua ada di Ganjar. Semoga terpilih menjadi Presiden RI 2024",Ranjes Manurung,netral,netral,netral
1553,Kok pak ganjar kyk menggebu2 dan arogan. Apa perasaanku aja ya 😮,BELAJAR YUK,,negatif,
1554,Tetep ganjar :),Kadek Pujana,,netral,
1555,prabowo blunder terus,Salwa,positif,,
1556,Jawaban jawaban Prabowo paling realistis..,nada aldiana,positif,,
1557,Bicara pada msnis manis bukti ny selalu tida ada..,RHT95,,,netral
1558,"asal jgn PDIP lah, maaf pak ganjar",Friska Revany,,netral,
1559,Ke-3 capres baik... tapi pemaparan pak Anies yang terlihat paling tepat dan solutif bagi segala permasalahan bangsa ini,Bintang Selatan,,,positif
1560,PRABOWO SUBIANTO FOR INDONESIA🇮🇩,Ace Gymkhana,netral,,
1561,all in prabowo 6:26:01,faris Rian Rismawan rian,netral,,
1562,"Prabowo gagasannya selalu bikin kagum, saya senang karena pak probowo selalu hormat dan seorang yg sangat mencintai negeri nya. Semoga tahun ini tahunnya pak prabowo aamiin 🤲",yewann 11,positif,,
1563,Pak Anies the best❤,Yayah Mahmud,,,netral
1564,"Prabowo setiap jawaban dr pertanyaan selalu datar,  ndak ada terobosan, dan memberi kesan kurang cerdas/bodoh, mau pilih dia......?? Saya  NO.",Joko Prayitno,netral,,
1565,"Setelah di simak dan di perhatikan diantara calon presiden yg Gagasannya berdasar data dan bukti yg SDH di lakukan hanya pak Anies yg cocok di 2024 JD presiden,",Mas Santo,,,positif
1566,Anis yes,Shift Media Official,,,netral
1567,Ngantuk lihat ganjar . Kbnyakan retorika,Irwan Ebastian,,netral,
1568,AMIN Anies Muhaimin Pilihan Ku,jaya,,,netral
1569,Bismillah. Anies Baswedan Presiden 2024. AMIN,shooterhitam,,,netral
1570,Tetep pak Ganjar Pranowo yg saya dan keluarga pilih...💪💪💪🇮🇩🇮🇩🇮🇩,zalina,,netral,
1571,Dari semua Nya..pak anies yg paling super dgn aspek keadilan ke seluruh rakyat..,asep romli,,,positif
1572,Ga terlalu ngudeng ama capres ganjar,Belgray Gaming Channel,,netral,
1573,"seperti biasanya, Anis sangat lancar sekali ngomongnya. Tapi sayang cuma ngomong doang",Sinau Hurip,,,netral
1574,"Mohon Maaf, jawaban ganjar itu bukan tegas tapi arogan. Dan attitude nya Tidak bgtu baik.",Risfa Risfa,,negatif,
1575,Sehat slalu pak prabowo😊,Devika Fiqriani,netral,,
1576,Bener bgt... Keluarga ak merasakan bgt dulu wktu dipimpin pak anis dijakarta. Skrng pak anis udh ga mimpin mulai amburadul. Yg paling kliatan ttg KJP. Parah bgt amburadul'y,eri mulyana,,,negatif
1577,"Ketika ditanya kebesan berpendapat. Pak ganjar ini ga menjawab tapi cuma muter"".",Alam Raya,,netral,
1578,"pak anies jadi presiden pak prabowo jadi wakil, atau sebaliknya cocok sih",Dika matsuya,positif,,positif
1579,Dri sini keliatan anies dan prabowo yg masuk akal,yasmine7333,netral,,netral
1580,Insya Allah pak Anies presiden 2024 aamiin,kuto,,,netral
1581,Semoga Pak Anies menang di pemilu ini,Mara lafonta,,,netral
1582,Oh anies kuliah di UGM,Hari Gustiawan,,,netral
1583,"Prabowo paling realistis
Anies paling cerdas
Ganjar ...",MHD Chanel,positif,positif,positif
1584,"Semakin membingungkan untuk 2024.. Antara ganjar dan prabowo..
Pengalaman pengambilan keputusn pemerintahan, pnyelesaian masalah, ada di ganjar..tp prabowo paling mengerti kondisi Indonesia",Miefta Yoshiki,netral,netral,
1585,Anies memenuhi kriteria sebagai pemimpin sebuah negara,Salman Alfarisi,,,netral
1586,"Prabowo, ANIS CAPRES BONEKA AMERIKA,,, COS AMERIKA DAN SEKUTUNYA GA MAU INDONESIA MENJADI NEGARA MAJU",Melyana Florist,netral,,netral
1587,"Ganjar terpilih,,Parpol dapet 1 Triliun🎉",Rivandi Usman,,netral,
1588,"Jawaban Ganjar buat pertanyaan 3:45:40 ""Keren Pak😅""",Jati Hunus,,netral,
1589,Baru ngeh kl hanya ganjar yg tidak punya team buzer.,Rudy,,netral,
1590,All in prabowo gak sihhh❤❤❤❤,ari wahyu,netral,,
1591,Apakah Pak Prabowo emosi ya di menit 5.28.19 ?,Preman Insyaf,netral,,
1592,pak prabowo.,WIDNET,netral,,
1593,pak prabowo Inn syaa Allah amanah,AJS,netral,,
1594,ALL IN PAK PRABOWO 🔥🔥🔥🔥,ryokaa,netral,,
1595,Survei real dr komen 70% memilih Anies Baswedan .. scroll aja kebawah dan baca xlo gak percaya,Yudhi Pranata,,,positif
1596,Masya iya seorang ganjar bisa menerima aplikasi dari org yg ngga di kenal..kaya berbohong di depan publik😅😅,albert ibrahim,,netral,
1597,hidup Pak Anies Baswedan,Saifullah Yunus,,,netral
1598,"sebagai orang yg milih berdasarkan gagasan, gue masih ragu sama gagasan anis dan ganjar. tapi kalau gagasan prabowo, gue lebih ngide, pak prabowo butuh banget orang2 yg bisikin dia gimana kondisi masyarakat menengah kebawah, jangan cuma dekat pakar doang. dekat pakar pakar ga salah, tapi sebagai pribadi, pemimpin mesti tau bagaimana kepedihan rakyatnya. cuma penyampaian prinsip berdiri dikaki sendiri keren sih.",Andalah,positif,positif,positif
1599,Mulai kapan Ganjar pakai kopiyah,Channel anak rantau,,netral,
1600,"Kalo menurutku pak Prabowo ini yg bisa masuk ke akal pikiran gagasannya. Tinggal bagaimana teknis realisasinya? Kalo mengenai pembaruan energi, saya melihat memang sudah mampu karena sudah terbukti lewat riset dan apa yg sudah dikerjakan oleh universitas pertahanan dibawah kepemimpinan pak Prabowo di kementerian pertahanan. Tinggal misi kemanusian dan perbaikan gizi bagi anak-anak bangsa yg akan dilakukan jika nanti pak Prabowo menjadi RI1 yaitu salah 1 nya seperti menyediakan makan siang untuk anak-anak sekolah di Indonesia. Apakah itu dalam bentuk dana yg dikucurkan ke setiap sekolah negri saja atau termasuk juga untuk sekolah swasta yg grade B dan C yg ada di Indonesia? Jika memang seperti itu teknisnya maka harus betul-betul diawasi oleh pengawas pendidikan (depdikbud yg BERMORAL) untuk penyaringan sekolah mana yg memang para siswanya layak diberi makan siang? Dan juga depdikbud yg BERMORAL harus mengawal dananya itu apakah betul 100% dirasakan anak-anak sekolah di Indonesia atau cuma 50% saja yg dirasakan. Dikarenakan banyak disunat oleh depdikbud sendiri dan instansi atau yayasan sekolah itu sendiri.
Kalo dari pak Anies dan pak Ganjar masih abstrak gagasannya belum langsung lugas ke akarnya, ke pointnya.
Begitu ya saran dari saya untuk @jajaran team bapak Prabowo Subianto berikut bapak Prabowo Subianto sendiri. Mohon diperhatikan!",Puspa Legacy & Heritage,positif,positif,positif
1601,"Pilih Pak Anies aja. Kenapa Saya milih Pak Anies bukan karna fanatik tapi lebih pada kepemimpinan yg berkeadilan InShaa Allah selama beliau menjabat sebagai Gubernur DKI program terlaksana, aman tidak membuat konflik/gejolak Alhamdulillah aman damai dan Jakarta contoh bagi luar dan dalam negeri sebagai tatanan hidup berbangsa yg saling menghargai dan menghormati dan tata kelola sangat elegan skala Internasional. Aamiin ..",Erlina Marsuan,,,positif
1602,"OK OC mantab ..
DP 0% mantab...
Bambu mesum mantab ..
Sumur resapan mantab...
Tugu sepatu mantab..
Tugu peti mati mantab..
Tidak reklamasi mantab..
Ini program Anis maling luar biasa...klu Anis naik..semua program diatas akan terjadi di seluruh Negri ini...",Ronny Pranoto,,,negatif
1603,"Saat nya macan asia yg tidur bangun kembali,,, Pak Prabowo presiden Indonesia saatnya Indonesia jadi MACAN ASIA dan di segani dunia",W 11 DA,netral,,
1604,"Jawaban ganjar lebih rasional,,",muh zubair,,positif,
1605,bismillah atas izin Allah SWT pak Anis Presiden kita selanjutnya🤲🏻😇,Widya,,,netral
1606,Bismillah semoga Allah mentakdirkan pak Anis Presiden RI 2024,ita sintia,,,netral
1607,Dukung Pak Ganjar dalam usahanya menjadikan Jateng sebagai lumbung beras nasional yang handal.,Tri Astuti,,netral,
1608,"Setuju banget pak anies ,semoga bisa perangi pak mafia2 beras , saya sebagai pedagang kecil sudah resah sekali . Semoga negri ini selalu dalam lindungan Allah Swt . Aamiin yra",Galih Pratama,,,negatif
1609,Gada pantesnya bnget Anis jadi peresiden..bnyakan ngeles. Indonesia di pimpin anis bakalan hancur wong dia jadi mentri dan gubernur aja kerjanya gk bener.gmn mau mimpin indonesia...jgn prnh deh dukung anis indonesia bakalan bobrok.,Aldo Vernando,,,negatif
1610,"bpk  prabowo  jujur ,  iklas  pemberani  ,  cinta NKRI  semoga ya Allah  bpk prabowo   menjadi  presiden RI  2024 Amin ya robbalallamin",Sri Yatik,netral,,
1611,3 3 nya Capres terbaik untuk memimpin Indonesia... But de best leader is : #AniesBaswedan_RI1,indra panca,,,netral
1612,Merinding ikhh baru dengar gagasan bacapres Anis yaa Allah semoga Istiqomah yaa pak Anis,Dian Sadiah,,,netral
1613,"Lagiii tadi udah komen di video pak ganjar pranowo, siapapun presiden terpilih nantinya. Saya dan mungkin sebagian orang lainnya berharap tentang pendidikan. Mahal nya biayaa perguruan tinggi yang mungkin bisa dicapai masyarakat ekonomi menengah sebisa mungkin bisa didapat juga oleh rakyat di bawah dari menengah. Agar kami dan adik2 kamii yang punya kemauan besar  bisa mengeyam pendidikan tinggi tanpa terlalu mengkhawatirkan biaya yg cukup berat bagi kamii. Siapapun yang terpilih tolong jadikan  pendidikan masuk dalam hal yang penting dalam masa jabatan kalian❤",Dia,,positif,
1614,"Secara gagasan saya lebih suka dengan gagasan Pak Anies, mungkin karena beliau dari kalangan akademis cara pandang beliau dan cara pemaparan gagasannya lebih masuk akal untuk saya. Semoga bisa diimplementasikan dengan baik jika beliau terpilih sebagai presiden Indonesia nanti. Tidak ada manusia sempurna, begitu pun juga hal nya seorang pemimpin negara, jika dicari pasti selalu ada kekurangannya tapi setidaknya bisa membuat negara ini  lebih baik dengan segala kelebihan dan kekurangannya 🙏🏼",Kiky,,,positif
1615,"Anies is The Best, for presiden 2024",Fuad Lubis,,,netral
1616,Pak Anies anda layak jd Presiden Indonesia 2024,Ummi Nasa,,,netral
1617,Bismillah Pak Anies,Rachma Fira,,,netral
1618,"Dari 3 orang capres hanya pak Ganjar Pranowo yg bagus gagasannya. Sdh jelas rekam jejaknya 2 kali jadi gubernur, 2 kali jadi anggota DPR RI",Herwin Mardiyanto,,positif,
1619,ganjar monoton banyak blunder,Andri Fahlevi,,negatif,
1620,"Pak anies
Bebaskan pak Abdulrahman yusuf
Jalankan kembali edccash",Marketing Top Finance,,,netral
1621,Prabowo luar biasa sihh paling pecahh,Yuda Putra77,netral,,
1622,Dari 3 calon cuma pak ganjar klo anis byk ngibul jd mrntri di pecat bagaimana bs meningkatkan pendidikan,Turiah Tamara,,netral,netral
1623,knp nangis ya part akhir pak prabowo bicara gemeter denger nya bismillah bapak menang,Hanifah Hany,netral,,
1624,Ganjar suka lawak ya? Hahahah 😂😂,Miftakhul huda,,netral,
1625,Dosen yg nnya ganjar kren sih,Bagus 2280,,netral,
1626,"Anies cara bicaranya bagus, berwibawa. COCOK JADI JUBIR PRESIDEN ATAU MENTRI LUAR NEGRI.",Fitra Maftah,,,netral
1627,"3:49:12 dosen bertanya kpd Ganjar Pranowo
3:53:00 menjawab pertanyaan",Xll _6_Faqih Abqari Sutopo,,netral,
1628,Aku dari indonesia timur. Dari ke 3 Bacapres jujur ya hanya pak Anies yg bicaranya nyambung tenang senyum enak di dengar uh adem bicaranya..,Ferdi Kilwakik,,,positif
1629,"pak ganjar jawabanya gajelas, ngawur abstrak",Farhan Bsyr,,netral,
1630,Coba pak prabowo dan pak anies bersatu,Hartati Jamal,netral,,netral
1631,Sejauh ini Ganjar Blunder yach,Ahmad Susantri,,netral,
1632,"Pilihan yang tepat untuk melakukan perubahan indonesia ada di pak anis baswedan 
Pilih ganjar untuk yg suka nonton film porno sampai rambutnya putih semua....pilih prabowo karena dia kadrun sakit hati",habaibkyai,netral,netral,netral
1633,"Anis tiap-tiap berbicara terus itu2 aja yg  diomonginnya,, apa nggak ada konsep yg lain??",Syukur Oncu,,,netral
1634,"sebelum saya meninggal, saya ingin melihat Indonesia menjadi negara bermartabat dan terhormat, tidak ada kemiskinan
prabowo subianto",john bintang,positif,,
1635,"Sekarang pakai logika semua kandidat presiden sudah menyampaikan gagasan nya, dan semua nya sudah pernah menjabat di pemerintahan skarng coba liat kerja siapa yg paling tempat sasaran dan pro ke rakyat gitu saja simpel, Ganjar presiden 2024",bakul whitescale,,positif,
1636,Saya setuju dgn paparan pak ganjar beliau betul betul memikirkan bagamana kemajuan dan prkmbngan negara.  Mulai dari pncegahan stunting agar trlahirmya warga negara yang cerdas sehat dan ini adalah awal dari quality sdm indonesia.  Mencegah lebih baik.  Sdm yg lebih baik.  Itu lebih penting.  Jelas sekali yg pak ganjar paparkan. Saya sangat setuju.  Itu artinya dari semua yamh beliau sampaikan meliputi semua yg indonesia butuhkan. Dan materi beliau jelas sesuai data.,Nurasyifa Fauziah,,positif,
1637,"Smart banget GP dr awal udh ngefans, tp mslhnya pak Jokowi back up Prabowo, jd bingung milih yg mana",Syaf Marwin,negatif,negatif,
1638,Smoga pak Anis RI 2024,ady,,,netral
1639,Refleksi pak prabowo bikin merinding,Ozora Hyuga,negatif,,
1640,anis banyak halu nya,netizennjulid,,,netral
1641,bismillah pak anies calon pemimpinku😍,Muhamad Farhan Muzaki,,,netral
1642,"Pak Anies for President. Prabowo bicara/gagasannya sih oke, tapi saya masih ingat kalau beliau ini masuk koalisi pemerintahan ini. Kalau beliau dan partainya tetap jadi oposisi, mungkin UU Cipta Kerja dan kebijakan lain yg merugikan rakyat bisa batal. Takutnya nanti kalau jadi presiden, sama aja kayak pemerintahan yg sekarang, diajak semua jadi koalisi, ya cuma bagi2 kue aja 😂",FetLin,negatif,,negatif
1643,Pak Anis semoga terpilih sebagai presiden RI di pilpres 2024. Aamiin,Ainun Muslimah,,,netral
1644,Pak anies atau pak prabowo asal jangan satunya.,Al gifary dzaki,netral,,netral
1645,"Memang beliau Prabowo Subianto pantang menyerah untuk menjadi seorang presiden RI, meskipun 2 kali kalah tetapi pantang menyerah karna niat tulus untuk menjadi kan bangsa Indonesia ini menjadi Indonesia emas 🏆",Alam Sekitar 45,positif,,
1646,"Pak ganjar ini saya akui beliau pinter. Gagasan beliau runtut. Tapi terlalu arogan dan rada songong alias selenge’an. Kalo dalam hal memimpin Beliau ini kayanya tidak akan jauh berbeda sama pak Joko. Selama belakangnya masih kanjeng mami ya sdh bisa ditebak gmn sistemnya.

Kalo boleh sih lebih baik pak prab dan pak anies bergabung 😅. Pak Prabowo yang tegas mampu memimpin dan pak anis bisa jadi wakil dgn gagasan beliau yang rapih, berbobot dan intelektual.",_RindOfficial,positif,positif,positif
1647,Tetep pak ganjar ✌️.,eny lim,,netral,
1648,Terima kasih Pak Ganjar karena selalu berjuang untuk penurunan stunting dan kesejahteraan rakyat. Mari kita dukung!,Recominda,,netral,
1649,Palembang pilih pak anies presiden 2024,sahrul be 92,,,netral
1650,ngomong opo si ganjar,Udin Aja,,netral,
1651,Pak Ganjar adalah pemimpin yang pantas kita dukung dalam menjaga kesejahteraan pelaku UMKM.,Zaniyah Adeeva,,positif,
1652,"Saya yakin kalau si ganjar menang pilpres nnti PASTI BENDERA PELANGI🌈 BNYAK BERTEBARAN DI INDONESIA
DAN UNDANGAN UNDANGAN PERNIKAHAN SESAMA JENIS DI SAHKAN YA
SEDANGKAN DIA AJA HOBI Y NONTON BOKEP😂😂😂😂😂
 GUA SI TETAP PAK PRABOWO",Rahmad Oppo,positif,positif,
1653,"TAHUN DEPAN AWAL BABAK BARU AKAN SEGERA DIMULAI, PERGANTIAN PRESIDEN YG AKAN MEMBAWA INDONESIA KE JALUR YG LEBIH BAIK ATAU LEBIH BURUK, MAKA DARI ITU SAYA INGIN MEMBERITAHU BAHWA YG AKAN MENJADI PRESIDEN SELANJUTNYA ADALAH PRABOWO SUBIANTO 🎉🎉",siapa saja,netral,,
1654,"insha allah pak Anis baswedan akan menang pemimpin ke 100,tahun islam di wilayah indonesia",Walman pulungan,,,netral
1655,Kenapa gak mereka bertiga si yg mimpin Negara. Presiden gpp yg paling tua. Tp wakilnya ada 2. Pendidikan dan teknologi ada di pak anis. Kemasyarakatan dan daerah2 plosok yg ngurusin pak Ganjar.,Agha Sant,,netral,netral
1656,Moga prabowo menang..amin ya allah,a as,netral,,
1657,Sesi terakhir refleksi Pak Prabowo sampai terharu dan menangis terlihat tulus mengabdi unt negara Indonesia semua gagasan2 beliau semoga Indonesia menjadi negara yg semakin baik semakin maju semakin mandiri di bawah kepemimpinan siapapun presiden yg akan terpilih karena menurut saya semua bakal calon presiden2 ini sudah yg terbaik aamiin,Heni Rahmawati,positif,,
1658,jawabannya lebih memuaskan pak anies. mudah di ngerti dan di fahami. jangan percaya lgi sma boneka banteng. ucapannya sllu manis di awal. pas jadi sllu bkin sakit hati. udh terbukti 2 periode. janji kampanye obral kartu sakti. smpe skrang kartu saktinya sulit di gunakan bagi yg tidak mampu.,gembel bahagia,,,positif
1659,Anis cm teori daja pinter adlinya krjdnya nol,Jiyen Jiyen,,,netral
1660,"Visioner Cerdas dan terukur pak Anies, Slalu mengedepankan kepentingan rakyat kebanyakan, Joss Deh ok Anies",Faiq Faiz,,,netral
1661,"Bismillah.... Hati semakin mantap, memang udah paling benar pilih pak Anis 😂",hikmah mentari,,,positif
1662,Laiya tampilan Anis di nmr 3.padahal menang no 1.,Wawan Kurniawan,,,netral
1663,Tetap pak Anies,Saiful Amri,,,netral
1664,"Ponakan saya masuk universitas nya prabowo, beneran tidak ada biaya2 aneh2 murni dari nilai akademis nya dari SMA,.aku yakin prabowo punya tujuan yg baik untuk pendidikan.",Olifia Eccha,positif,,
1665,"Semoga bpk, PRABOWO bisa menjadi presiden,bisa menjaga negeri indonesia dari penjajah,dalam /luar negri,dan korupsi bisa hilang dari indonesia,dan mengerti ke adaan rakyat indonesia dalam kebutuhan pekerjaaan,pendidikan,gizi, dan tani❤",Sigit Ramadhon,netral,,
1666,Bismilah bapak prabowo presiden kita amin3x.,Diva Rahayu,netral,,
1667,anis paling TOP,Niatin Solehah,,,netral
1668,"Pak Ganjar merakyat
Maju untuk rakyat🎉🎉🎉",Erikko,,positif,
1669,Semoga pak Anis ...terpilih menjadi presiden RI berikutnya....Aamiiinnn....,aank kazama,,,netral
1670,UP Bp.PRABOWO AMINN,Asen Yoga,netral,,
1671,Smga pak prabowo thn 2024 jd presiden.. Aamiin,Hilmi Maula,netral,,
1672,"Bismillahirrahmanirrahim yaallah
Jadikanlah pak Anies presiden Indonesia yaallah",dapur Omak,,,netral
1673,Tetep pak prabowo,Wisangeni Pletot,netral,,
1674,Semakin yakin Prabowo presiden 2024,Moshi Ch,positif,,
1675,Pak Anies is the best,Sam Firdaus,,,netral
1676,"anis dari dlu cuma omdo,",Area Movie,,,netral
1677,"Hanya mas Ganjar dah,di praktekkan lain masih di awan2 saja.",Mulyo Turseno,,negatif,
1678,3:42:13 pernyataan terbaik ganjar😂,renaldi dwi putra,,netral,
1679,"Jujur ya, 
cara pa anis jelasin clear dan jelas, 
Cara pa ganjar jelasin muter2 dan point nya sedikit.
Cara pa prabowo jelasin jelas dan polos apa adanya.",jaka ajah,positif,positif,positif
1680,Biar pak Prabowo jdi presiden 2024. Melanjutkan yg sudah pak Jokowi kerjakan. Dan biarkan anak2 muda bekerja berkarya di bawah komando pak Prabowo.. love you Pak,Mentari Kristi,positif,,
1681,Pak Anis terbaik👍👍👍,Muh Nizam,,,netral
1682,"Pak  Ganjar banyak bukti di Daerah Morowali dg kedatangan TKA nol pengalaman sengaja dikasih ikut2 sebagai Helfer diDitenaga kerja Indonesia setelah uda tau kerja langsung diPHK tenaga kerja Indonesia yg menggantikan adalah si Helfer TKA yg naik,,, , beda dg DITAHUN sembilan Baxk Investasi datang ke Indonesia tp tenaga Ahli Paling minimal Superintenden keatas kebawa sudah baxk Tenaga kerja Indonesia yg Hebat, gmn karya Putra Putri Pribumi Indonesia Babrik PT INCO yg begtu Sukses memproduksi Biji Nikel yg begtu banyak , apa i2 TDK cukup bukti bahwa Tenaga kerja Indonesia TDK Cukup ahli sebagaimn di utarakan pak Ganjar bahwa tenaga kerja Indonesia tak mampu, jgn katakan gtu pak , baxk Skali putra-putri  Indonesia yg siap dan maput kerja disemua jurusan yg saat ini marak dlm bidang Tambang bumi Indonsia yg skrg hampir lebih baxk TKA kerja disana daripada tenaga kerja pribumi",Imam Sawerigading,,positif,
1683,ANIS PRESIDEN 2024 Aamiin...,Abai Channel,,,netral
1684,"Kalau masalah penumpasan korupsi saya lebih menjagokan Pak Ganjar. Biar koruptor di Ganjar babat habisss. Kalau untuk Ketahanan dan Nasionalisme saya lebih menjagokan Pak Prabowo. Dua2nya sama2 baguss. Mahasiswa2 Indonesia sekarang mana nih ??? Kok diem Bae soal korupsi ?! Kumpulkan tuh Ketua2 Partai, pejabat2 lembaga negara, ajak cari solusi gimana memberikan Hukuman kalo bisa kayak di Tiongkok Hukuman mati buat koruptor. Masalah hukuman koruptor kok mahasiswa pada diem2 Bae lu ???",Aang,positif,positif,
1685,"pak, Ganjar insha.alloh no 1",waginah wagihan,,netral,
1686,"kebnyakan yg pilih anis dan prabowo, berarti kalo ganjar menang ada apa? 😌",Dini Agustina,netral,netral,netral
1687,"Level respect mba nana ke bacapres


MAS Anies
MAS Ganjar
PAK Prabowo",Surya Dhie,netral,netral,netral
1688,"Semua  bacapres keren tapi saya terharu sampai berkaca kaca mata saya ketika pak prabowo refrensi diri seolah tdk mau berkacatp isinya merefleksikan keinginan kemajuan untuk rakyat Indonesia merdeka dan berdiri sendiri. Saya setuju sekali pak, Indonesia harus bersatu utk mencapai Indonesia emas, sehat selalu pak Prabowo.",roni,positif,,
1689,"Gagasan sudah biasa di lontarkan kaum politik, ke ikhlasan yg lain belum seperti prabowo..! Dri timbul ke ikhlasan kan tumbuh gagasan cemerlang. Sehat terus pak🙏",ABiDZ Bimbom,netral,,
1690,"Dari pd si ganjar, mendingan prabowo, jika itu cuma dua capres.

Tapi ini kan ada tiga capres. Jadi pilihan mayoritas rakyat indonesia insaallah tertuju ke anis baswedan.

yang berKEADILAN SOSIAL BAGI SELURUH RAKYAT INDONESIA.

🖐✊️ MERDEKA 😀.",Bulan Dikaki langit,netral,netral,netral
1691,"Jujur ide Pak Anies bener2 bagus dan mencerminkan dia seorang visioner, tapi kita juga butuh pemimpin yang bener2 dapat merealisasikan apa yang jadi janji mereka, dan menurut saya Pak Prabowo adalah orang yang paling bisa dipercaya dalam hal ini",Haidar Nazhiffa,netral,,netral
1692,"Yang Muda, energik, berwawasan, berbudaya dan beradab.. GANJAR PRANOWO Jawaban nya buat Indonesia, Jokowi banget bro ..",Louis Saragih,,netral,
1693,Membosankan sekali mendengar pak ganjar bicara ngambang 🙃,Peternak Lobster,,netral,
1694,madura dukung anies % demi keselamatan indonesia,M eidy,,,netral
1695,Pak Ganjar Kereenn!!! 👍👍👍,Diyah Moes,,netral,
1696,Go Pak Anies,Hana Ramadhani,,,netral
1697,"Saya review dalam sudut pandang kampus coba ya.

Kesamaan ketiganya, sama-sama ingin membuat Indonesia maju. Mereka bagus, TAPI di levelnya masing-masing.

Mas Anies dan mas Ganjar sama-sama lulus untuk level S1 atau mungkin S2. Beliau fokus pada teori, seperti sarjana. Mereka mencoba fokus ke pemaparan teori2. Aspek2 praktikknya pun di level abstrak, jadi mengandaikan jika program A jalan maka cara implementasinya gini dan gitu (belum ada bukti nyatanya). Ya, memang di level S1, beliau berdua dapat A.

Prabowo, saya kira ada di level lain. Pemaparannya tidak lagi meraba teori tapi perpaduan antara teori dan pengembangan serta manfaat riilnya di dunia nyata. Ya, level beliau di S3, karena pemaparannya sudah ia implementasikan di kehidupan nayatanya. Misalnya program penemuak air, pendirian Universitas Pertahanannya, bahkan di ranah olah raga sudah membangung banyak stadion juga membuat kompetisi juga membuat tim sepakbola yang fokusnya mencetak bibit unggul bahkan sudah beliau kirim para anak muda ke sekolah sepakbola terbaik yang ada di Qatar. Jadi pak Prabowo mendialektikkan antara teori (17 program priotiasnya) dengan karya2 nyatanya. Ya beliau sudah ke level terdalam (filosofis), menghadirkan solusi ke akar permasalahannya, misalnya soal program perbaikan gizinya. Ya, memang beliau di level Doktor.

Pak Anies dan Pak Ganjar akan saya pertimbangkan di pemilihan presiden selanjutnya. Semoga levelnya bisa mengungguli pak Prabowo saat ini.

Namun, untuk saat ini Pak Prabowo berada di level lain.  Hanya beliau yang mumpuni memimpin negara besar ini, apalagi di situasi geopolitik yang butuh keputusan2 taktis strategis di tingkat dunia, tidak sekedar teoretis. 

Insyaallah jika Pak Prabowo presiden, akan banyak toko muda beliau rangkul dan dibimbing untuk bisa memimpin negeri ini. Buktinya banyak pemimpin keren yang ada saat ini dipromosikan Pak Prabowo, salah satunya Pak Anies Baswedan. 
Aihh, Pak Prabs, kesatria sekali engkau ini🥲

All in Prabowo🔥
For you, ma presiden❤️",Ki Zaed99,positif,positif,positif
1698,Pertanyaan kepada kandidat lain tidak sekritis saat ke Ganjar,Semut Api,,negatif,
1699,Yang Paling Meriah Sambutan dari Penonton sepertinya cuma Pak Anies Rasyid Baswedan  ya....🎉,Aa Angga Saputra,,,netral
1700,Anis omongan.nya paling ndobol,Jack Risman,,,netral
1701,Sehat terus ya pak Prabowo presiden 24 pilihanku....jgn kan masyarakat pak Anis pak Prabowo aja spots anda maju JD gubernur dulu anda berhianat dgn pak Prabowo 😂😂😂😂 tp pak Prabowo TDK pernah mengukir itu kami LBH percaya pak Prabowo karna beliau kerja nyata bukan cuma ngomong belakang love you pak Prabowo ❤❤🥰🥰🥰,The Pumpkink,positif,,positif
1702,"Dari penampilan 3 bacapres,Anies yang memiliki bobot......❤❤❤❤❤",Aan Suhardiono,,,netral
1703,"Tetep pak ganjar presidenny🤟
Wakilnya pak prabowo.. 🤙
MasyaAllah..Tabarakallah..
aamiin.


U pak anies..😂",1khsan Jund1,netral,netral,netral
1704,"Riuh ya waktu pertanyaan pamungkas untuk ganjar? 😂
Terima kasih ya mbak sudah bertanya 🎉❤",Koko to Ran.,,netral,
1705,"😅😅😅😅 anis saat refleksi di depan cermin grogi seperti gak siap, menghadapi dirinya sendiri sambil cengengesan 😅😅 dan ganjar saya perhatikan beliau siap karena beliau siap dan cerdas mengahadapi dirinya sendiri .. sementara Prabowo tidak berani berkata pada dirinya sendiri di depan cermin..eh malah menghindar😅😅😅 aneh gak mau berbicara pada diri nya sendiri 😅😅😅",Mingkem Bae,netral,netral,netral
1706,Anies keren...,Draken Kun,,,positif
1707,Semoga Allah memuluskan jalan pak Anis menjadi presiden pemimpin negri ini. Smga dapat merealisasikan semua gagasan beliau. Aamiin,Surya Tindaon,,,netral
1708,"Anies berbicara dengan dasar intelektual dan idealisme, Prabowo berdasarkan nasionalisme yang menyentuh, Ganjar berbicara berdasarkan cerita dan pengalaman. Jadi pilih mana? Ya silakan saja mau pilih sesuai dasar yang anda rasa paling mengena dengan situasi saat ini",indra catra arcci pasa,netral,netral,netral
1709,"Semoga tahun depan ada 4 paslon 
1. Pak anis dan Pak muhaimin
2. Pak prabowo dan Pak airlangga 
3. Pak ganjar dan Pak eric tohir
4. Pak rocky gerung dan Pak amin rais",mbak dita,netral,netral,netral
